meshblock_id,census_year_id,one_family,one_person,other_multi,three_family,total,total_stated,two_family,unidentifiable
816401,1,45,6,0,0,51,51,0,3
816403,1,0,0,0,0,6,0,0,0
816404,1,9,0,0,0,12,9,0,0
816405,1,15,3,0,0,15,15,0,0
816504,1,42,3,0,0,51,48,3,3
816508,1,18,3,0,0,24,21,3,3
816509,1,0,0,0,0,3,0,0,0
816510,1,0,0,0,0,0,0,0,0
816511,1,27,3,0,0,30,30,3,0
816512,1,12,0,3,0,12,12,0,3
816513,1,12,3,0,0,15,12,3,0
816514,1,12,0,0,0,12,9,0,0
816515,1,0,0,0,0,0,0,0,0
816516,1,0,0,0,0,0,0,0,0
816517,1,0,0,0,0,0,0,0,0
816518,1,0,0,0,0,0,0,0,0
816519,1,0,0,0,0,0,0,0,0
816520,1,0,0,0,0,6,0,0,0
816521,1,9,0,0,0,9,9,0,0
816522,1,0,0,0,0,0,0,0,0
816523,1,0,0,0,0,0,0,0,0
816524,1,0,0,0,0,0,0,0,0
816525,1,0,0,0,0,3,0,0,0
816526,1,0,0,0,0,6,0,0,0
816527,1,9,0,0,0,12,12,0,0
816528,1,0,0,0,0,0,0,0,0
816529,1,0,0,0,0,0,0,0,0
816530,1,0,0,0,0,0,0,0,0
816531,1,0,0,0,0,0,0,0,0
816532,1,0,0,0,0,0,0,0,0
816533,1,0,0,0,0,0,0,0,0
816534,1,0,0,0,0,0,0,0,0
816535,1,0,0,0,0,0,0,0,0
816536,1,0,0,0,0,0,0,0,0
816537,1,6,0,0,0,9,9,0,0
816538,1,0,0,0,0,0,0,0,0
816539,1,0,0,0,0,0,0,0,0
816600,1,30,12,3,0,45,45,3,0
816701,1,21,0,0,0,27,27,3,0
816702,1,45,6,0,0,60,54,3,9
816703,1,24,9,0,0,42,33,0,3
816704,1,45,3,3,0,57,54,0,3
816705,1,42,9,3,0,54,51,0,0
816800,1,12,6,0,0,21,21,0,0
816900,1,75,18,3,0,99,99,3,0
817001,1,63,18,6,0,99,96,6,3
817002,1,0,0,0,0,3,0,0,0
817101,1,0,0,0,0,3,0,0,0
817102,1,0,0,0,0,6,6,0,0
817200,1,63,9,6,0,78,78,0,0
817300,1,18,6,3,0,27,27,0,3
817400,1,0,0,0,0,9,6,0,0
817500,1,36,6,0,0,48,45,0,0
817600,1,30,12,3,0,45,42,0,0
817701,1,0,0,0,0,3,0,0,0
817702,1,0,0,0,0,3,0,0,0
817703,1,9,0,0,0,12,9,0,0
817704,1,9,0,0,0,9,9,0,0
817705,1,18,6,0,0,21,21,0,0
817706,1,6,6,0,0,12,12,3,0
817800,1,39,18,3,0,66,66,3,0
817901,1,21,3,0,0,24,21,0,0
817902,1,27,9,3,0,36,36,0,0
817903,1,39,6,0,0,51,48,3,3
818000,1,42,3,3,0,54,51,3,3
818101,1,18,9,0,0,24,24,0,0
818102,1,18,9,3,0,27,27,0,0
818103,1,18,3,3,0,24,24,0,0
818200,1,48,24,6,0,84,84,0,3
818300,1,21,9,0,0,30,30,3,0
818400,1,24,48,6,0,81,78,0,0
818500,1,15,6,0,0,21,18,0,0
818600,1,0,6,0,0,12,12,0,0
818700,1,15,9,3,0,24,24,0,3
818800,1,9,0,0,0,9,9,0,0
818900,1,0,0,0,0,0,0,0,0
819000,1,0,0,0,0,6,0,0,0
819100,1,0,0,0,0,3,0,0,0
819200,1,51,9,3,0,78,69,6,12
819301,1,9,0,0,3,24,12,3,9
819302,1,6,0,0,0,18,9,3,6
819400,1,12,6,0,0,33,24,6,9
819501,1,24,0,0,0,24,24,0,0
819502,1,12,0,0,0,15,12,3,0
819600,1,45,12,6,0,63,63,3,0
819700,1,39,9,0,0,57,51,3,3
819800,1,33,6,0,0,42,39,0,3
819900,1,24,15,3,0,45,45,3,3
820000,1,45,15,3,0,69,66,0,3
820100,1,27,6,3,0,42,36,3,6
820200,1,27,27,0,0,66,57,3,9
820300,1,27,9,0,0,42,39,3,3
820400,1,12,9,3,0,27,24,0,6
820503,1,27,6,3,0,39,39,3,0
820504,1,0,0,0,0,3,0,0,0
820505,1,21,3,0,0,30,24,0,3
820506,1,9,3,0,0,12,15,0,0
820507,1,15,6,0,0,21,21,0,0
820508,1,9,3,0,0,15,12,0,3
820600,1,51,6,0,0,63,60,3,0
820701,1,24,6,0,0,30,30,0,0
820702,1,12,6,0,0,21,21,0,0
820703,1,12,0,0,0,12,12,0,0
820704,1,39,6,0,0,48,48,3,3
820800,1,0,0,0,0,9,6,0,0
820900,1,33,9,0,0,42,42,3,3
821001,1,39,21,3,0,66,63,3,3
821002,1,51,15,0,0,72,69,0,0
821101,1,30,15,6,0,45,48,0,0
821102,1,45,15,3,0,69,66,3,3
821200,1,9,3,0,0,15,15,0,0
821301,1,27,6,3,0,36,36,3,0
821302,1,39,12,3,0,57,57,3,3
821303,1,6,6,0,0,15,15,3,0
821400,1,6,6,0,0,12,12,0,0
821500,1,27,12,6,0,60,48,0,12
821600,1,21,30,0,0,60,57,0,3
821700,1,30,18,0,0,48,48,3,0
821800,1,42,33,3,0,84,81,3,0
821900,1,18,3,3,0,30,30,3,0
822000,1,12,3,0,0,18,15,0,0
822100,1,45,12,3,0,63,63,0,0
822200,1,39,9,3,0,51,51,3,0
822300,1,33,15,0,0,51,48,0,0
822401,1,87,12,3,0,102,99,0,3
822405,1,36,18,6,0,60,60,3,0
822406,1,36,12,0,0,51,51,0,0
822407,1,33,24,0,0,57,57,0,0
822408,1,30,9,0,0,42,39,0,0
822409,1,0,0,0,0,3,0,0,0
822410,1,0,0,0,0,0,0,0,0
822411,1,0,0,0,0,0,0,0,0
822412,1,18,6,3,0,24,24,0,0
822413,1,12,3,0,0,18,15,0,0
822414,1,0,0,0,0,0,0,0,0
822415,1,6,0,0,0,9,9,0,0
822416,1,12,0,0,0,15,12,0,0
822417,1,0,0,0,0,0,0,0,0
822418,1,18,6,0,0,18,21,0,0
822419,1,6,0,0,0,12,9,0,0
822500,1,45,3,3,3,54,57,0,3
822600,1,36,3,3,0,39,39,0,0
822701,1,24,9,0,0,36,36,3,0
822702,1,24,6,0,0,30,30,0,0
822703,1,21,3,0,0,27,27,3,0
822704,1,9,0,0,0,12,12,0,0
822705,1,6,0,0,0,6,6,0,0
822800,1,9,3,0,0,18,15,0,3
822900,1,39,15,0,0,54,51,0,0
823000,1,0,0,0,0,3,0,0,0
823100,1,18,15,3,0,33,36,0,0
823200,1,15,15,0,0,30,30,0,0
823300,1,6,0,0,0,9,9,0,0
823401,1,51,15,0,0,66,66,0,0
823403,1,18,6,0,0,24,27,0,0
823404,1,18,12,0,0,30,30,0,0
823405,1,3,27,3,0,33,30,0,0
823406,1,0,0,0,0,3,0,0,0
823407,1,0,0,0,0,0,0,0,0
823408,1,0,0,0,0,0,0,0,0
823409,1,0,0,0,0,0,0,0,0
823410,1,0,0,0,0,0,0,0,0
823411,1,0,0,0,0,0,0,0,0
823500,1,0,0,0,0,6,0,0,0
823600,1,0,0,0,0,3,0,0,0
823700,1,0,0,0,0,12,9,0,0
823800,1,0,0,0,0,3,0,0,0
823900,1,18,9,3,0,27,30,0,0
824000,1,24,6,0,0,33,33,0,3
824100,1,48,24,3,0,81,81,3,0
824200,1,6,0,0,0,12,12,0,0
824301,1,9,0,0,0,9,9,0,0
824302,1,9,0,0,0,12,12,0,0
824401,1,15,3,0,0,21,21,3,0
824402,1,0,0,0,0,6,6,0,0
824403,1,0,0,0,0,3,0,0,0
824404,1,9,0,0,0,12,12,0,0
824405,1,18,0,0,0,18,21,0,0
824406,1,12,6,0,0,18,18,0,0
824407,1,12,0,0,0,12,12,0,0
824408,1,9,0,0,0,9,9,0,0
824500,1,15,6,0,0,21,21,0,0
824601,1,15,0,3,0,18,18,3,3
824602,1,0,0,0,0,9,6,0,0
824700,1,33,0,3,0,42,39,3,3
824801,1,0,0,0,0,6,0,0,0
824803,1,24,9,0,0,33,33,3,0
824804,1,9,0,0,0,9,12,0,0
824901,1,9,3,0,0,12,15,0,0
824903,1,15,0,0,0,24,18,3,3
824904,1,0,0,0,0,3,0,0,0
825000,1,24,0,0,0,24,27,0,0
825101,1,0,0,0,0,9,6,0,0
825103,1,0,0,0,0,0,0,0,0
825105,1,0,0,0,0,0,0,0,0
825106,1,6,0,0,0,9,9,0,0
825201,1,0,0,0,0,6,0,0,0
825202,1,15,0,0,0,18,18,3,3
825301,1,18,3,0,0,24,21,0,3
825302,1,30,3,0,0,36,36,0,3
825400,1,18,0,0,0,24,21,0,3
825500,1,24,3,0,0,36,30,3,6
825600,1,9,0,0,0,12,9,0,0
825700,1,15,0,0,0,21,18,3,0
825800,1,15,3,0,0,18,18,0,0
825900,1,12,3,0,3,21,21,3,0
826000,1,18,0,0,0,18,18,0,0
826100,1,9,0,0,0,9,9,0,0
826201,1,9,0,0,0,6,6,0,0
826202,1,0,0,0,0,6,0,0,0
826300,1,9,3,0,0,15,15,0,0
826400,1,12,3,0,0,18,18,0,3
826500,1,18,3,0,0,24,27,3,0
826601,1,9,6,0,0,12,12,0,0
826602,1,12,6,0,0,21,21,0,0
826603,1,0,0,0,0,0,0,0,0
826700,1,0,0,0,0,6,0,0,0
826802,1,30,6,0,0,39,42,0,0
826803,1,33,6,0,0,39,39,3,0
826804,1,6,0,0,0,12,9,0,0
826902,1,0,0,0,0,12,12,0,0
826903,1,6,0,0,0,6,9,0,0
826904,1,0,0,0,0,3,0,0,0
826905,1,0,0,0,0,0,0,0,0
826906,1,0,0,0,0,0,0,0,0
826907,1,0,0,0,0,0,0,0,0
826908,1,24,0,3,0,27,27,0,0
826909,1,9,0,0,0,12,12,0,0
827001,1,18,6,0,0,24,24,0,0
827003,1,6,0,0,0,6,9,0,0
827004,1,33,6,0,0,36,39,0,0
827100,1,21,6,3,0,33,33,3,0
827200,1,12,3,0,0,15,12,0,0
827300,1,18,3,0,0,21,21,0,0
827400,1,18,3,0,0,27,24,3,0
827500,1,21,0,0,0,24,21,0,0
827601,1,6,0,0,0,6,6,0,0
827603,1,15,3,0,0,18,18,0,0
827604,1,0,0,0,0,3,0,0,0
827700,1,15,0,0,0,21,18,0,0
827800,1,39,3,0,0,45,45,3,0
827901,1,33,3,0,0,39,39,0,0
827902,1,24,6,0,3,33,33,0,3
828001,1,0,0,0,0,3,0,0,0
828002,1,0,0,0,0,3,0,0,0
828003,1,18,0,0,0,21,18,0,0
828100,1,24,3,0,0,27,27,0,0
828202,1,9,0,0,0,9,12,0,0
828203,1,45,9,0,0,57,54,0,3
828204,1,0,0,0,0,6,0,0,0
828302,1,12,3,0,0,15,15,0,0
828303,1,9,3,0,0,15,9,0,3
828304,1,12,0,0,0,12,12,0,0
828400,1,0,0,0,0,6,6,0,0
828501,1,9,0,0,0,12,9,0,0
828503,1,0,0,0,0,0,0,0,0
828504,1,0,0,0,0,0,0,0,0
828505,1,0,0,0,0,9,6,0,0
828602,1,21,3,0,0,24,21,0,3
828603,1,12,3,0,0,18,18,0,3
828604,1,12,3,0,0,15,15,0,0
828700,1,18,3,0,0,18,18,0,0
828800,1,24,3,3,0,33,33,0,0
828900,1,18,0,0,0,24,18,0,3
829000,1,0,0,0,0,3,0,0,0
829100,1,21,6,3,0,33,33,3,0
829200,1,27,3,0,0,33,30,3,0
829300,1,33,9,0,0,45,42,0,0
829401,1,0,0,0,0,9,9,0,0
829402,1,0,0,0,0,6,0,0,0
829403,1,0,0,0,0,6,0,0,0
829404,1,6,0,0,0,9,9,0,0
829405,1,6,0,0,0,6,6,0,0
829406,1,12,3,3,0,18,15,0,0
829407,1,0,0,0,0,3,0,0,0
829408,1,0,0,0,0,6,6,0,0
829409,1,0,0,0,0,9,9,0,0
829410,1,0,0,0,0,3,0,0,0
829411,1,9,0,0,0,12,12,0,0
829500,1,60,12,3,0,84,78,3,6
829600,1,21,6,0,0,33,30,3,3
829700,1,0,0,0,0,3,0,0,0
829800,1,12,6,0,0,18,18,0,0
829900,1,48,27,3,0,81,78,0,0
830000,1,18,6,0,0,24,24,0,0
830100,1,0,0,0,0,6,0,0,0
830200,1,18,0,0,0,21,21,0,0
830300,1,18,3,0,0,24,21,0,3
830400,1,18,3,3,0,24,21,0,0
830500,1,51,6,3,0,60,60,0,0
830600,1,45,9,3,0,57,54,0,3
830700,1,18,6,0,0,27,27,0,0
830800,1,51,9,0,0,63,60,0,0
830900,1,30,6,0,0,36,39,0,0
831000,1,24,3,0,0,33,30,0,3
831100,1,15,9,0,0,27,24,3,3
831200,1,36,6,0,0,42,42,0,0
831300,1,0,0,0,0,9,6,0,0
831400,1,21,6,0,0,27,27,0,3
831500,1,27,3,0,0,33,33,0,0
831601,1,12,0,0,0,15,15,0,0
831602,1,0,0,0,0,0,0,0,0
831700,1,27,6,0,0,36,33,0,3
831800,1,36,6,3,0,48,48,0,0
831900,1,51,12,0,0,69,66,3,0
832000,1,21,3,0,0,27,27,3,0
832101,1,21,3,0,0,24,21,0,3
832102,1,6,0,0,0,9,9,0,0
832103,1,15,6,0,0,21,18,0,3
832201,1,21,6,0,0,27,27,3,0
832202,1,12,0,0,0,12,12,0,0
832300,1,12,3,0,0,21,21,0,0
832400,1,27,3,0,0,33,33,0,3
832500,1,15,3,0,0,15,15,0,0
832601,1,18,0,3,0,18,18,0,0
832602,1,0,0,0,0,0,0,0,0
832700,1,24,3,0,0,24,27,0,0
832800,1,60,12,3,0,78,78,3,0
832900,1,48,9,0,0,63,57,3,0
833001,1,12,3,0,0,15,15,0,0
833002,1,0,0,0,0,6,6,0,0
833101,1,12,0,0,0,15,12,0,0
833102,1,9,3,0,0,15,15,0,3
833201,1,0,0,0,0,0,0,0,0
833203,1,9,0,0,0,12,9,0,0
833204,1,6,0,0,0,9,9,0,0
833205,1,0,0,0,0,3,0,0,0
833206,1,0,0,0,0,9,6,0,0
833207,1,0,0,0,0,6,0,0,0
833300,1,18,3,0,0,24,24,0,0
833400,1,0,0,0,0,6,6,0,0
833500,1,15,3,0,0,21,21,3,0
833601,1,18,3,0,0,24,24,0,3
833602,1,0,0,0,0,0,0,0,0
833701,1,48,3,3,0,60,54,0,9
833702,1,48,24,3,0,78,75,0,3
833800,1,51,6,0,0,63,60,0,6
833900,1,0,0,0,0,0,0,0,0
834000,1,60,18,3,0,90,84,3,6
834100,1,0,0,0,0,6,0,0,0
834200,1,18,3,0,0,24,21,0,3
834300,1,33,6,0,0,45,42,3,0
834400,1,24,3,0,0,33,30,0,3
834501,1,36,6,3,3,48,45,0,3
834502,1,30,3,3,0,36,36,0,3
834503,1,36,3,0,0,42,42,3,0
834600,1,57,15,3,0,81,75,0,3
834701,1,24,3,0,0,30,27,0,3
834702,1,15,0,0,0,18,18,0,3
834800,1,0,0,0,0,6,0,0,0
834900,1,24,18,0,0,45,42,0,0
835000,1,54,18,0,0,78,75,0,3
835101,1,21,6,3,0,33,30,0,0
835102,1,18,3,0,0,18,21,0,0
835201,1,0,0,0,0,6,9,0,0
835202,1,51,12,0,0,66,63,3,0
835300,1,39,6,0,0,54,48,0,6
835401,1,15,3,0,0,21,21,3,0
835402,1,15,3,0,0,18,18,0,0
835403,1,9,3,0,0,12,15,0,0
835404,1,9,0,3,0,15,12,0,0
835405,1,9,0,0,0,12,12,0,0
835406,1,0,0,0,0,0,0,0,0
835407,1,0,0,0,0,0,0,0,0
835408,1,0,0,0,0,3,0,0,0
835501,1,24,3,0,0,33,27,0,6
835502,1,18,0,0,0,24,21,0,3
835503,1,21,0,0,0,24,21,0,0
835504,1,21,3,0,0,24,21,0,0
835601,1,54,3,6,0,66,66,0,0
835603,1,9,0,0,0,9,9,0,0
835604,1,0,0,0,0,9,0,0,0
835605,1,0,0,0,0,0,0,0,0
835700,1,0,0,0,0,0,0,0,0
835801,1,66,21,3,0,96,87,0,6
835803,1,39,39,3,0,81,78,0,3
835804,1,45,9,0,0,63,60,0,3
835900,1,33,9,0,0,48,42,0,3
836000,1,45,15,0,0,60,60,0,0
836100,1,21,3,0,0,30,24,0,6
836200,1,27,6,3,0,39,33,0,3
836300,1,6,0,0,0,6,6,0,0
836400,1,12,6,3,0,24,21,0,3
836500,1,33,9,0,0,42,39,0,0
836600,1,39,0,3,0,48,45,3,3
836701,1,9,0,0,0,9,12,0,0
836702,1,30,6,3,0,39,36,0,0
836703,1,0,0,0,0,6,0,0,0
836800,1,18,9,3,0,33,30,0,0
836901,1,48,12,0,0,60,60,0,0
836902,1,24,0,3,0,27,27,0,3
836903,1,72,12,0,0,84,84,0,3
836904,1,42,6,0,0,48,45,0,3
837001,1,51,21,0,0,78,75,3,0
837002,1,57,6,3,0,66,63,0,0
837101,1,48,36,3,0,87,87,0,0
837102,1,36,21,0,0,60,57,0,0
837201,1,45,15,0,0,63,63,0,0
837203,1,15,6,0,0,21,24,0,0
837204,1,21,6,0,0,24,24,0,0
837205,1,12,9,3,0,21,21,0,0
837206,1,0,15,0,0,15,15,0,0
837207,1,15,3,0,0,18,18,0,0
837208,1,18,3,3,0,24,21,0,0
837209,1,0,0,0,0,0,0,0,0
837300,1,48,15,6,0,69,66,3,0
837400,1,0,0,0,0,6,0,0,0
837500,1,15,3,0,0,18,15,0,3
837600,1,12,12,3,0,24,24,0,0
837700,1,27,21,6,0,54,54,0,0
837800,1,21,3,0,0,24,24,0,0
837900,1,0,0,0,0,0,0,0,0
838001,1,0,0,0,0,0,0,0,0
838002,1,0,0,0,0,0,0,0,0
838101,1,42,9,3,0,57,54,0,3
838102,1,9,0,0,0,12,9,0,0
838200,1,30,3,3,0,33,33,0,0
838300,1,36,3,3,0,54,42,3,9
838400,1,27,6,3,0,36,36,0,3
838500,1,0,0,0,0,3,0,0,0
838600,1,0,0,0,0,0,0,0,0
838700,1,0,0,0,0,0,0,0,0
838800,1,24,6,0,0,27,27,0,3
838900,1,69,18,3,0,96,90,3,9
839000,1,45,27,3,0,78,75,3,6
839100,1,12,9,0,0,21,21,3,0
839200,1,0,0,0,0,0,0,0,0
839300,1,45,12,3,0,66,63,0,3
839401,1,9,3,0,0,15,15,3,0
839402,1,0,0,0,0,3,0,0,0
839500,1,0,0,0,0,0,0,0,0
839600,1,12,6,0,0,18,18,0,0
839700,1,21,3,0,0,30,30,6,0
839800,1,42,9,3,0,60,57,6,3
839900,1,12,6,0,0,15,15,0,0
840000,1,54,15,0,0,75,75,3,0
840101,1,9,0,0,0,12,9,0,0
840102,1,9,0,0,0,12,9,0,0
840103,1,12,3,0,0,18,15,0,6
840104,1,12,0,0,0,15,15,0,0
840105,1,18,0,0,0,24,21,3,3
840200,1,57,12,3,0,69,72,0,3
840300,1,15,3,0,0,24,21,0,3
840400,1,15,0,0,0,18,15,0,0
840500,1,9,0,0,0,15,9,0,6
840601,1,0,0,0,0,0,0,0,0
840602,1,0,0,0,0,0,0,0,0
840603,1,33,9,3,0,54,45,0,3
840700,1,15,6,0,0,21,18,0,0
840801,1,30,24,0,0,54,54,0,0
840802,1,33,15,0,0,51,54,0,0
840901,1,0,0,0,0,3,0,0,0
840902,1,6,0,0,0,9,6,0,0
841001,1,0,0,0,0,6,0,0,0
841002,1,0,0,0,0,3,0,0,0
841100,1,39,18,3,0,66,63,0,3
841200,1,21,3,0,0,24,21,0,3
841300,1,42,3,0,0,51,48,0,0
841400,1,21,9,3,0,27,30,0,0
841501,1,9,0,0,0,12,9,0,0
841502,1,15,3,0,0,21,21,3,0
841600,1,18,6,3,0,30,27,0,0
841700,1,15,3,0,0,21,18,0,0
841801,1,18,3,3,0,27,24,0,0
841802,1,0,0,0,0,6,6,0,0
841900,1,24,3,0,0,30,27,0,0
842000,1,12,0,0,0,15,15,0,3
842101,1,24,0,3,0,30,27,0,0
842102,1,30,9,0,0,42,42,0,3
842200,1,12,3,3,0,24,21,3,3
842300,1,18,3,0,0,21,21,0,0
842401,1,27,0,3,0,27,24,0,0
842402,1,12,3,0,0,15,12,0,0
842500,1,6,6,0,0,15,12,0,3
842601,1,15,3,0,0,21,21,0,0
842602,1,0,0,0,0,6,0,0,0
842700,1,12,3,0,0,18,15,0,3
842800,1,27,3,3,0,33,33,0,0
842900,1,18,9,0,0,30,30,0,3
843000,1,12,3,0,0,18,15,0,0
843100,1,15,3,0,0,21,21,0,3
843200,1,18,3,3,0,24,21,0,0
843300,1,12,0,3,0,18,15,3,0
843401,1,15,3,0,0,21,21,0,0
843402,1,12,3,3,0,21,18,0,0
843403,1,21,3,0,0,30,24,0,6
843404,1,0,0,0,0,0,0,0,0
843500,1,27,6,0,0,36,33,3,3
843600,1,15,0,0,0,15,15,0,0
843700,1,30,6,0,0,36,36,3,0
843800,1,42,6,3,0,51,51,0,0
843900,1,21,3,0,0,24,27,3,0
844000,1,30,0,0,0,33,30,0,0
844100,1,54,6,0,0,66,66,0,3
844200,1,39,6,0,0,45,45,0,0
844300,1,30,3,0,0,39,39,3,3
844400,1,24,6,3,0,33,33,0,0
844500,1,51,6,0,0,60,60,0,3
844600,1,39,6,0,0,45,42,0,3
844700,1,45,6,3,0,57,54,3,0
844800,1,18,3,0,0,21,18,0,0
844901,1,0,0,0,0,6,0,0,0
844902,1,0,0,0,0,9,6,0,0
845000,1,33,3,0,0,39,39,0,3
845100,1,60,9,0,0,72,69,0,3
845200,1,12,6,0,0,18,21,0,0
845300,1,9,0,0,0,9,9,0,0
845400,1,15,0,0,0,18,15,0,0
845500,1,18,3,0,0,30,27,6,3
845600,1,18,3,0,0,18,18,3,0
845700,1,27,3,0,0,39,36,6,0
845800,1,12,0,3,0,21,18,3,6
845900,1,9,9,3,0,24,21,0,3
846000,1,12,0,0,0,12,12,0,0
846101,1,9,6,0,0,21,18,3,0
846102,1,57,27,3,0,90,90,3,0
846103,1,42,24,0,0,69,69,0,0
846200,1,6,0,0,0,12,9,0,0
846300,1,12,6,0,0,21,18,3,0
846401,1,0,0,0,0,3,0,0,0
846402,1,0,0,0,0,0,0,0,0
846500,1,24,6,0,0,33,33,0,0
846601,1,12,6,3,0,21,18,0,0
846602,1,6,0,0,0,6,9,0,0
846700,1,15,3,3,0,21,21,0,0
846800,1,12,0,0,0,15,12,0,0
846900,1,12,0,0,0,18,15,3,0
847000,1,27,3,0,0,33,33,0,0
847101,1,0,0,0,0,0,0,0,0
847102,1,24,6,0,0,30,30,3,3
847200,1,21,6,6,0,30,30,3,0
847300,1,15,6,3,3,27,24,0,0
847400,1,12,0,0,0,15,12,0,0
847500,1,9,6,0,0,18,15,0,3
847600,1,15,3,3,0,21,21,0,0
847700,1,9,0,0,0,12,12,0,0
847800,1,0,0,0,0,6,6,0,0
847900,1,27,3,0,0,30,30,0,0
848001,1,0,0,0,0,6,0,0,0
848002,1,0,0,0,0,6,9,0,0
848100,1,9,0,0,0,12,9,0,0
848201,1,6,0,0,0,9,9,0,0
848202,1,0,0,0,0,0,0,0,0
848300,1,9,0,3,0,18,12,0,0
848400,1,0,0,0,0,3,0,0,0
848500,1,6,0,0,0,12,12,0,0
848600,1,24,3,0,0,27,24,0,3
848700,1,12,3,0,0,18,15,0,3
848800,1,9,6,0,0,15,15,0,0
848900,1,15,6,3,3,21,21,0,0
849001,1,15,3,0,0,18,18,0,0
849002,1,0,6,0,0,12,9,0,0
849100,1,0,0,0,0,9,6,0,0
849200,1,9,3,0,0,12,15,0,0
849300,1,6,0,0,0,9,9,0,0
849400,1,15,0,0,0,18,18,0,0
849500,1,21,6,3,0,27,27,0,0
849600,1,9,6,0,0,12,15,0,0
849700,1,0,0,0,0,0,0,0,0
849800,1,0,0,0,0,0,0,0,0
849900,1,0,0,0,0,0,0,0,0
850000,1,0,0,0,0,0,0,0,0
850100,1,0,0,0,0,0,0,0,0
850200,1,0,0,0,0,0,0,0,0
850300,1,6,6,0,0,15,15,0,0
850400,1,27,21,6,0,54,54,0,0
850500,1,18,3,0,0,21,18,0,3
850600,1,9,9,0,0,21,21,0,0
850700,1,0,0,0,0,0,0,0,0
850800,1,12,3,0,0,18,15,0,0
850900,1,9,3,0,0,15,12,0,0
851000,1,36,6,0,0,48,45,3,3
851100,1,0,0,0,0,0,0,0,0
851200,1,36,3,0,0,42,39,3,0
851300,1,12,3,0,0,15,15,0,0
851400,1,30,0,3,0,36,33,3,0
851500,1,12,0,0,0,12,15,0,0
851600,1,27,6,0,0,36,36,0,3
851700,1,15,3,3,0,21,18,0,0
851800,1,27,3,0,0,33,33,3,0
851900,1,18,3,0,0,21,21,0,0
852001,1,0,0,0,0,6,0,0,0
852002,1,12,3,0,0,15,12,0,0
852100,1,39,3,0,0,48,45,0,3
852200,1,24,6,3,0,30,27,0,3
852300,1,0,0,0,0,3,0,0,0
852400,1,21,3,0,0,24,24,0,0
852500,1,24,6,0,0,30,30,3,0
852600,1,15,3,0,0,18,18,0,3
852700,1,15,3,0,0,18,18,0,3
852800,1,15,6,0,0,21,18,0,0
852900,1,6,0,0,0,9,6,0,0
853000,1,0,0,0,0,9,9,0,0
853100,1,12,3,0,0,18,15,0,0
853201,1,12,3,0,0,15,18,0,0
853202,1,0,0,0,0,9,9,0,0
853203,1,15,6,0,0,21,21,3,0
853300,1,15,6,0,0,21,21,0,0
853400,1,9,3,3,0,15,15,0,0
853500,1,9,0,0,0,12,9,0,0
853600,1,18,9,0,0,33,30,0,3
853700,1,33,6,3,0,45,42,0,0
853801,1,39,6,0,0,51,48,0,0
853802,1,9,0,0,0,12,9,0,0
853900,1,33,6,0,0,45,42,0,3
854001,1,9,9,3,0,21,21,0,3
854002,1,0,0,0,0,3,0,0,0
854101,1,18,9,0,0,27,27,0,0
854102,1,18,9,3,0,27,30,0,0
854103,1,15,3,0,0,24,18,0,3
854104,1,18,12,3,0,36,33,0,0
854201,1,36,3,0,0,45,42,0,0
854202,1,45,15,3,0,69,69,3,0
854300,1,24,18,0,0,48,45,0,3
854400,1,36,24,3,0,60,60,0,0
854501,1,9,6,0,0,18,15,0,0
854502,1,0,0,0,0,9,9,0,0
854503,1,9,12,3,0,24,24,0,0
854504,1,9,6,0,0,18,18,3,0
854505,1,0,0,0,0,12,9,0,0
854506,1,15,9,0,0,24,27,0,0
854600,1,12,3,0,0,18,15,0,0
854700,1,36,3,0,0,39,42,3,0
854800,1,51,18,3,0,75,72,3,6
854901,1,15,3,3,0,27,27,0,0
854902,1,42,9,6,0,57,54,3,0
855001,1,21,9,0,0,33,33,0,3
855002,1,30,21,3,0,57,54,0,3
855003,1,39,9,3,0,51,51,0,3
855100,1,39,21,6,0,66,66,0,3
855201,1,18,3,3,0,24,24,0,0
855202,1,27,12,3,0,39,39,0,0
855203,1,24,9,3,0,42,39,0,3
855204,1,27,15,3,0,45,45,3,3
855300,1,12,3,3,0,18,18,0,0
855400,1,30,3,3,0,39,39,0,0
855500,1,0,0,0,0,9,9,0,0
855600,1,24,21,3,0,54,51,3,0
855701,1,18,3,0,0,24,21,0,0
855702,1,0,0,0,0,9,12,0,0
855801,1,0,0,0,0,6,0,0,0
855802,1,21,9,3,0,36,36,3,0
855901,1,0,0,0,0,6,0,0,0
855902,1,6,0,0,0,12,12,0,0
855903,1,15,9,0,0,24,24,0,0
856001,1,0,0,0,0,0,0,0,0
856002,1,0,0,0,0,0,0,0,0
856003,1,6,6,0,0,12,12,0,0
856004,1,21,3,0,0,27,24,3,3
856005,1,18,6,3,0,27,27,3,0
856101,1,45,12,0,0,57,60,0,0
856102,1,27,6,0,0,33,33,0,0
856104,1,0,0,0,0,6,6,0,0
856105,1,18,0,0,0,18,18,0,0
856106,1,15,3,0,0,21,18,0,0
856200,1,36,9,3,0,54,51,0,3
856300,1,24,6,0,0,33,30,3,3
856400,1,0,0,0,0,0,0,0,0
856500,1,24,6,0,0,33,33,0,0
856600,1,21,6,3,0,30,27,3,0
856700,1,42,6,0,0,57,54,6,3
856800,1,21,6,3,0,33,30,6,0
856900,1,33,6,0,0,45,42,3,3
857000,1,24,3,3,0,27,27,3,0
