meshblock_id,census_year_id,households
2512801,1,15
2512802,1,3
2512803,1,15
2512804,1,21
2512805,1,3
2512806,1,9
2512807,1,3
2512808,1,0
2512809,1,15
2512810,1,0
2512900,1,81
2513000,1,69
2513100,1,60
2513201,1,33
2513202,1,24
2513203,1,12
2513204,1,18
2513205,1,6
2513300,1,6
2513400,1,24
2513501,1,96
2513502,1,42
2513504,1,63
2513505,1,27
2513506,1,30
2513600,1,0
2513700,1,18
2513800,1,30
2513900,1,9
2514000,1,15
2514100,1,54
2514200,1,78
2514300,1,24
2514400,1,99
2514500,1,54
2514601,1,9
2514602,1,45
2514701,1,30
2514702,1,3
2514703,1,0
2514704,1,18
2514705,1,6
2514706,1,27
2514707,1,18
2514800,1,3
2514900,1,18
2515000,1,60
2515103,1,54
2515105,1,36
2515106,1,45
2515107,1,21
2515108,1,12
2515109,1,15
2515110,1,48
2515111,1,15
2515112,1,0
2515201,1,78
2515203,1,48
2515204,1,18
2515300,1,57
2515400,1,48
2515500,1,42
2515600,1,66
2515700,1,51
2515800,1,66
2515900,1,24
2516000,1,42
2516100,1,45
2516200,1,66
2516300,1,42
2516401,1,48
2516402,1,15
2516403,1,30
2516500,1,42
2516601,1,48
2516602,1,12
2516700,1,48
2516800,1,54
2516900,1,60
2517000,1,33
2517100,1,54
2517200,1,48
2517300,1,42
2517400,1,48
2517500,1,45
2517600,1,111
2517700,1,48
2517800,1,42
2517900,1,54
2518000,1,66
2518100,1,48
2518200,1,36
2518300,1,39
2518400,1,21
2518504,1,27
2518505,1,24
2518506,1,21
2518507,1,6
2518508,1,30
2518509,1,24
2518510,1,30
2518511,1,15
2518512,1,36
2518513,1,15
2518514,1,33
2518600,1,42
2518700,1,42
2518800,1,78
2518900,1,30
2519000,1,27
2519101,1,33
2519102,1,27
2519201,1,27
2519202,1,21
2519203,1,15
2519300,1,39
2519401,1,0
2519402,1,6
2519403,1,18
2519404,1,18
2519405,1,18
2519501,1,15
2519502,1,0
2519503,1,0
2519504,1,0
2519505,1,0
2519506,1,27
2519507,1,30
2519508,1,21
2519600,1,45
2519700,1,42
2519800,1,54
2519900,1,39
2520000,1,39
2520100,1,24
2520200,1,33
2520300,1,48
2520400,1,39
2520500,1,30
2520601,1,3
2520602,1,81
2520603,1,33
2520701,1,9
2520702,1,12
2520703,1,0
2520802,1,75
2520803,1,3
2520804,1,12
2520805,1,39
2520900,1,69
2521000,1,39
2521100,1,36
2521200,1,33
2521300,1,36
2521400,1,30
2521500,1,57
2521600,1,45
2521700,1,30
2521800,1,39
2521900,1,33
2522000,1,51
2522100,1,60
2522200,1,39
2522300,1,63
2522400,1,30
2522500,1,42
2522600,1,21
2522700,1,48
2522800,1,27
2522900,1,33
2523000,1,48
2523100,1,39
2523200,1,45
2523300,1,57
2523400,1,57
2523501,1,24
2523502,1,30
2523600,1,30
2523700,1,39
2523800,1,39
2523900,1,27
2524000,1,30
2524102,1,54
2524106,1,72
2524107,1,33
2524108,1,30
2524109,1,18
2524110,1,30
2524111,1,24
2524112,1,30
2524201,1,9
2524202,1,24
2524203,1,21
2524300,1,24
2524400,1,51
2524500,1,48
2524601,1,6
2524602,1,9
2524603,1,3
2524604,1,9
2524605,1,0
2524606,1,0
2524607,1,0
2524608,1,0
2524701,1,27
2524702,1,114
2524800,1,0
2524900,1,45
2525000,1,69
2525100,1,39
2525203,1,69
2525205,1,66
2525206,1,21
2525207,1,15
2525208,1,6
2525209,1,66
2525210,1,63
2525300,1,27
2525400,1,51
2525500,1,93
2525600,1,66
2525700,1,60
2525800,1,33
2525900,1,96
2526000,1,36
2526100,1,27
2526200,1,75
2526301,1,36
2526302,1,27
2526400,1,66
2526500,1,15
2526600,1,42
2526701,1,21
2526702,1,21
2526703,1,24
2526704,1,12
2526705,1,9
2526800,1,57
2526900,1,48
2527000,1,12
2527100,1,30
2527201,1,24
2527202,1,12
2527301,1,21
2527302,1,9
2527303,1,21
2527304,1,21
2527305,1,21
2527306,1,12
2527401,1,60
2527402,1,27
2527500,1,39
2527601,1,66
2527602,1,33
2527700,1,51
2527801,1,78
2527804,1,69
2527805,1,30
2527806,1,24
2527807,1,18
2527900,1,42
2528000,1,30
2528100,1,33
2528200,1,45
2528300,1,72
2528400,1,21
2528501,1,42
2528502,1,48
2528503,1,39
2528600,1,15
2528701,1,27
2528702,1,66
2528703,1,42
2528704,1,24
2528801,1,24
2528802,1,48
2528803,1,42
2528901,1,69
2528902,1,18
2528904,1,0
2528905,1,12
2528906,1,0
2528907,1,0
2528908,1,0
2528909,1,0
2528910,1,0
2528912,1,0
2528913,1,0
2528914,1,0
2529003,1,0
2529004,1,3
2529005,1,0
2529006,1,0
2529007,1,0
2529008,1,0
2529009,1,0
2529010,1,0
2529011,1,0
2529012,1,0
2529013,1,3
2529014,1,0
2529015,1,3
2529016,1,3
2529100,1,21
2529200,1,12
2529300,1,48
2529400,1,36
2529501,1,57
2529502,1,81
2529503,1,33
2529601,1,78
2529602,1,27
2529603,1,18
2529701,1,60
2529704,1,78
2529705,1,63
2529706,1,51
2529707,1,75
2529803,1,87
2529804,1,99
2529805,1,72
2529806,1,48
2529807,1,45
2529808,1,69
2529900,1,75
2530000,1,90
2530101,1,54
2530102,1,87
2530200,1,51
2530300,1,12
2530400,1,42
2530501,1,9
2530502,1,18
2530600,1,42
2530700,1,33
2530800,1,30
2530900,1,39
2531000,1,36
2531100,1,51
2531200,1,39
2531300,1,30
2531400,1,60
2531500,1,57
2531600,1,36
2531700,1,57
2531800,1,75
2531900,1,48
2532000,1,24
2532100,1,42
2532200,1,102
2532300,1,69
2532401,1,39
2532402,1,78
2532500,1,51
2532600,1,24
2532700,1,63
2532800,1,69
2532900,1,69
2533000,1,60
2533102,1,24
2533104,1,105
2533105,1,15
2533106,1,15
2533107,1,18
2533108,1,15
2533109,1,18
2533110,1,6
2533201,1,21
2533202,1,33
2533300,1,21
2533400,1,60
2533500,1,48
2533600,1,30
2533700,1,30
2533800,1,63
2533900,1,69
2534000,1,72
2534100,1,57
2534200,1,39
2534300,1,36
2534400,1,75
2534500,1,75
2534600,1,78
2534700,1,54
2534800,1,39
2534900,1,102
2535001,1,21
2535002,1,33
2535003,1,24
2535100,1,54
2535200,1,57
2535300,1,24
2535400,1,63
2535500,1,51
2535600,1,39
2535701,1,27
2535702,1,9
2535703,1,24
2535800,1,60
2535900,1,39
2536000,1,48
2536100,1,36
2536200,1,60
2536300,1,63
2536400,1,33
2536500,1,48
2536600,1,45
2536701,1,36
2536702,1,36
2536801,1,18
2536802,1,18
2536803,1,24
2536900,1,48
2537003,1,33
2537004,1,42
2537005,1,36
2537006,1,18
2537007,1,33
2537008,1,24
2537009,1,27
2537100,1,108
2537200,1,72
2537300,1,24
2537400,1,48
2537500,1,51
2537600,1,90
2537701,1,51
2537702,1,39
2537800,1,15
2537900,1,39
2538000,1,63
2538101,1,99
2538103,1,57
2538104,1,60
2538201,1,9
2538202,1,24
2538203,1,18
2538300,1,27
2538400,1,36
2538500,1,42
2538601,1,0
2538603,1,0
2538604,1,0
2538605,1,0
2538606,1,0
2538701,1,3
2538702,1,6
2538703,1,12
2538800,1,6
2538901,1,21
2538902,1,0
2539001,1,0
2539002,1,57
2539101,1,12
2539102,1,45
2539103,1,42
2539203,1,3
2539204,1,57
2539205,1,51
2539206,1,42
2539300,1,60
2539400,1,60
2539500,1,33
2539601,1,39
2539602,1,36
2539700,1,36
2539800,1,39
2539900,1,54
2540000,1,21
2540100,1,42
2540200,1,30
2540300,1,48
2540400,1,12
2540500,1,54
2540600,1,60
2540700,1,108
2540800,1,63
2540900,1,27
2541000,1,27
2541100,1,27
2541200,1,30
2541300,1,36
2541400,1,45
2541500,1,81
2541600,1,45
2541700,1,45
2541800,1,63
2541900,1,60
2542001,1,21
2542002,1,12
2542100,1,63
2542201,1,78
2542202,1,15
2542300,1,42
2542401,1,105
2542402,1,42
2542500,1,87
2542601,1,75
2542602,1,9
2542700,1,30
2542800,1,63
2542900,1,54
2543000,1,0
2543100,1,48
2543201,1,18
2543202,1,12
2543203,1,9
2543204,1,21
2543300,1,51
2543400,1,69
2543501,1,30
2543502,1,27
2543503,1,21
2543600,1,66
2543700,1,57
2543800,1,63
2543900,1,57
2544000,1,48
2544100,1,57
2544200,1,87
2544300,1,72
2544401,1,27
2544402,1,18
2544403,1,21
2544404,1,12
2544500,1,33
2544600,1,51
2544700,1,33
2544800,1,72
2544900,1,54
2545000,1,30
2545101,1,12
2545102,1,24
2545103,1,15
2545200,1,54
2545300,1,30
2545400,1,69
2545500,1,39
2545600,1,36
2545700,1,42
2545800,1,33
2545901,1,36
2545902,1,15
2546000,1,30
2546100,1,39
2546200,1,30
2546300,1,12
2546400,1,54
2546500,1,3
2546600,1,78
2546700,1,30
2546800,1,69
2546900,1,42
2547000,1,51
2547100,1,24
2547200,1,24
2547300,1,42
2547400,1,75
2547500,1,51
2547600,1,75
2547700,1,75
2547801,1,33
2547802,1,45
2547901,1,66
2547902,1,21
2548000,1,72
2548100,1,51
2548200,1,33
2548300,1,24
2548400,1,84
2548501,1,24
2548502,1,18
2548503,1,27
2548601,1,27
2548602,1,24
2548603,1,15
2548604,1,9
2548700,1,54
2548801,1,15
2548802,1,18
2548803,1,27
2548804,1,9
2548900,1,36
2549000,1,69
2549100,1,63
2549200,1,69
2549300,1,33
2549400,1,30
2549500,1,51
2549600,1,66
2549700,1,33
2549801,1,24
2549802,1,48
2549900,1,12
2550000,1,54
2550100,1,75
2550203,1,9
2550204,1,0
2550205,1,60
2550206,1,54
2550207,1,9
2550300,1,51
2550400,1,57
2550500,1,54
2550600,1,21
2550700,1,39
2550800,1,57
2550900,1,45
2551000,1,72
2551100,1,48
2551200,1,42
2551301,1,30
2551302,1,66
2551400,1,75
2551500,1,57
2551601,1,36
2551604,1,3
2551605,1,24
2551606,1,3
2551607,1,0
2551608,1,6
2551702,1,9
2551703,1,24
2551704,1,18
2551705,1,18
2551800,1,42
2551900,1,57
2552000,1,36
2552100,1,60
2552202,1,30
2552204,1,60
2552205,1,48
2552206,1,81
2552207,1,18
2552208,1,12
2552209,1,3
2552210,1,21
2552211,1,6
2552212,1,24
2552213,1,15
2552214,1,15
2552300,1,69
2552400,1,48
2552500,1,63
2552600,1,87
2552701,1,39
2552703,1,0
2552704,1,0
2552705,1,0
2552706,1,3
2552707,1,3
2552708,1,0
2552709,1,0
2552800,1,54
2552901,1,6
2552903,1,0
2552904,1,0
2552905,1,0
2552906,1,6
2552907,1,3
2553000,1,39
2553100,1,78
2553200,1,42
2553300,1,117
2553402,1,108
2553403,1,36
2553404,1,75
2553405,1,51
2553500,1,78
2553600,1,99
2553702,1,30
2553703,1,90
2553704,1,12
2553801,1,15
2553802,1,18
2553900,1,3
2554002,1,21
2554003,1,0
2554004,1,87
2554005,1,84
2554100,1,12
2554200,1,42
2554300,1,30
2554401,1,33
2554402,1,15
2554501,1,63
2554502,1,51
2554503,1,30
2554504,1,51
2554600,1,60
2554700,1,39
2554800,1,48
2554900,1,21
2555001,1,12
2555002,1,27
2555100,1,48
2555200,1,84
2555300,1,63
2555400,1,6
2555500,1,0
2555601,1,96
2555602,1,87
2555701,1,90
2555702,1,99
2555800,1,0
2555902,1,66
2555903,1,63
2555904,1,66
2556000,1,12
2556100,1,60
2556200,1,75
2556300,1,33
2556400,1,36
2556500,1,87
2556600,1,57
2556701,1,39
2556702,1,51
2556800,1,81
2556901,1,54
2556902,1,48
2557000,1,45
2557100,1,0
2557200,1,48
2557300,1,90
2557400,1,102
2557500,1,6
2557600,1,36
2557700,1,93
2557800,1,0
2557900,1,108
2558000,1,60
2558101,1,21
2558102,1,33
2558103,1,18
2558104,1,21
2558200,1,42
2558300,1,60
2558400,1,57
2558500,1,42
2558600,1,54
2558700,1,51
2558800,1,57
2558900,1,3
2559000,1,0
2559100,1,24
2559200,1,39
2559300,1,33
2559400,1,63
2559500,1,30
2559600,1,69
2559700,1,84
2559800,1,42
2559900,1,75
2560000,1,66
2560100,1,36
2560200,1,51
2560300,1,6
2560400,1,87
2560500,1,27
2560601,1,30
2560602,1,33
2560700,1,15
2560801,1,36
2560802,1,30
2560803,1,18
2560900,1,45
2561000,1,36
2561101,1,18
2561102,1,24
2561103,1,27
2561200,1,33
2561301,1,27
2561302,1,36
2561400,1,30
2561501,1,48
2561502,1,60
2561600,1,72
2561700,1,102
2561801,1,24
2561802,1,18
2561803,1,24
2561804,1,15
2561901,1,30
2561902,1,18
2562001,1,21
2562002,1,33
2562003,1,24
2562004,1,21
2562102,1,24
2562103,1,0
2562104,1,24
2562106,1,69
2562107,1,15
2562201,1,72
2562202,1,27
2562300,1,18
2562400,1,66
2562500,1,30
2562600,1,30
2562700,1,39
2562800,1,42
2562900,1,33
2563000,1,63
2563101,1,48
2563102,1,30
2563103,1,45
2563104,1,6
2563200,1,15
2563300,1,36
2563400,1,63
2563500,1,36
2563600,1,78
2563700,1,54
2563800,1,54
2563900,1,45
2564000,1,57
2564100,1,33
2564200,1,45
2564300,1,45
2564400,1,33
2564500,1,69
2564600,1,21
2564700,1,78
2564800,1,96
2564901,1,57
2564902,1,33
2565000,1,48
2565101,1,6
2565102,1,36
2565200,1,87
2565300,1,57
2565400,1,36
2565500,1,99
2565600,1,90
2565700,1,0
2565800,1,33
2565900,1,39
2566000,1,60
2566100,1,33
2566200,1,48
2566300,1,42
2566400,1,84
2566500,1,33
2566600,1,57
2566700,1,3
2566800,1,36
2566900,1,87
2567000,1,24
2567100,1,42
2567200,1,33
2567300,1,36
2567400,1,60
2567500,1,54
2567600,1,42
2567700,1,0
2567800,1,57
2567900,1,3
2568000,1,48
2568100,1,6
2568200,1,42
2568300,1,39
2568401,1,18
2568402,1,15
2568403,1,27
2568404,1,30
2568500,1,63
2568600,1,36
2568700,1,42
2568800,1,45
2568900,1,54
2569000,1,42
2569100,1,30
2569200,1,39
2569300,1,30
2569400,1,42
2569500,1,60
2569601,1,39
2569602,1,18
2569700,1,12
2569800,1,90
2569900,1,30
2570000,1,63
2570100,1,27
2570200,1,21
2570300,1,63
2570400,1,54
2570500,1,42
2570600,1,30
2570700,1,33
2570800,1,48
2570900,1,51
2571000,1,30
2571100,1,45
2571201,1,21
2571202,1,9
2571300,1,45
2571400,1,39
2571500,1,54
2571600,1,45
2571700,1,36
2571800,1,30
2571900,1,30
2572001,1,87
2572002,1,42
2572102,1,75
2572103,1,6
2572104,1,3
2572105,1,24
2572106,1,27
2572200,1,0
2572300,1,30
2572401,1,66
2572402,1,33
2572500,1,63
2572601,1,87
2572602,1,45
2572700,1,75
2572802,1,30
2572803,1,21
2572804,1,21
2572805,1,27
2572806,1,0
2572900,1,0
2573000,1,33
2573102,1,21
2573103,1,36
2573104,1,15
2573105,1,30
2573200,1,102
2573300,1,24
2573400,1,21
2573500,1,75
2573601,1,18
2573602,1,24
2573700,1,69
2573800,1,51
2573900,1,39
2574000,1,36
2574100,1,39
2574200,1,42
2574300,1,48
2574400,1,45
2574500,1,15
2574600,1,33
2574700,1,42
2574800,1,51
2574900,1,30
2575000,1,48
2575100,1,15
2575200,1,36
2575300,1,30
2575400,1,45
2575500,1,21
2575600,1,48
2575700,1,42
2575800,1,48
2575900,1,72
2576000,1,27
2576100,1,57
2576200,1,54
2576300,1,36
2576400,1,36
2576502,1,87
2576505,1,9
2576506,1,21
2576507,1,24
2576508,1,21
2576509,1,33
2576510,1,39
2576511,1,27
2576512,1,30
2576513,1,15
2576601,1,84
2576604,1,24
2576605,1,30
2576606,1,9
2576607,1,24
2576608,1,36
2576700,1,60
2576800,1,30
2576901,1,54
2576902,1,54
2577001,1,66
2577002,1,75
2577100,1,66
2577203,1,24
2577204,1,33
2577205,1,45
2577206,1,45
2577207,1,36
2577300,1,33
2577400,1,39
2577500,1,36
2577600,1,33
2577700,1,36
2577801,1,33
2577802,1,48
2577900,1,39
2578000,1,57
2578100,1,54
2578200,1,42
2578300,1,39
2578400,1,27
2578500,1,39
2578600,1,24
2578700,1,72
2578800,1,3
2578901,1,30
2578902,1,21
2578903,1,6
2579000,1,42
2579101,1,30
2579102,1,24
2579201,1,45
2579202,1,39
2579203,1,48
2579300,1,87
2579401,1,36
2579402,1,33
2579403,1,39
2579501,1,6
2579502,1,21
2579600,1,57
2579700,1,81
2579800,1,0
2579900,1,81
2580000,1,3
2580100,1,6
2580200,1,87
2580301,1,33
2580303,1,48
2580304,1,30
2580305,1,9
2580306,1,87
2580400,1,60
2580500,1,84
2580600,1,48
2580700,1,42
2580800,1,45
2580900,1,42
2581000,1,45
2581100,1,27
2581200,1,33
2581300,1,42
2581400,1,63
2581500,1,12
2581600,1,12
2581700,1,87
2581800,1,15
2581900,1,18
2582000,1,42
2582100,1,33
2582200,1,51
2582300,1,60
2582400,1,27
2582501,1,0
2582503,1,72
2582504,1,6
2582600,1,9
2582700,1,69
2582800,1,60
2582900,1,63
2583000,1,33
2583100,1,78
2583200,1,30
2583300,1,33
2583400,1,69
2583500,1,21
2583600,1,9
2583700,1,33
2583801,1,30
2583802,1,36
2583803,1,36
2583900,1,66
2584000,1,27
2584100,1,45
2584200,1,45
2584300,1,27
2584400,1,36
2584500,1,45
2584600,1,9
2584700,1,39
2584800,1,72
2584900,1,72
2585000,1,60
2585100,1,57
2585200,1,57
2585300,1,24
2585400,1,15
2585500,1,54
2585600,1,57
2585700,1,63
2585800,1,21
2585900,1,54
2586000,1,66
2586100,1,39
2586200,1,21
2586300,1,36
2586400,1,12
2586500,1,21
2586600,1,54
2586700,1,12
2586800,1,15
2586900,1,30
2587000,1,0
2587100,1,42
2587200,1,15
2587300,1,42
2587400,1,27
2587500,1,45
2587600,1,54
2587700,1,39
2587800,1,39
2587900,1,57
2588000,1,57
2588100,1,39
2588200,1,75
2588300,1,33
2588400,1,12
2588500,1,42
2588600,1,42
2588700,1,66
2588800,1,60
2588900,1,6
2589000,1,3
2589101,1,0
2589102,1,3
2589201,1,27
2589203,1,30
2589204,1,18
2589205,1,3
2589206,1,15
2589207,1,15
2589300,1,48
2589402,1,27
2589403,1,54
2589404,1,42
2589405,1,33
2589406,1,33
2589407,1,15
2589500,1,90
2589600,1,12
2589700,1,15
2589800,1,90
2589900,1,48
2590000,1,45
2590100,1,87
2590202,1,54
2590203,1,6
2590204,1,45
2590301,1,75
2590302,1,3
2590400,1,33
2590500,1,24
2590600,1,72
2590700,1,33
2590800,1,60
2590901,1,18
2590902,1,27
2590903,1,33
2590904,1,18
2591000,1,30
2591100,1,30
2591200,1,57
2591300,1,57
2591401,1,60
2591402,1,78
2591500,1,9
2591601,1,42
2591603,1,27
2591604,1,15
2591605,1,21
2591701,1,24
2591702,1,27
2591703,1,33
2591704,1,18
2591705,1,9
2591800,1,24
2591900,1,36
2592000,1,30
2592100,1,72
2592200,1,72
2592300,1,57
2592400,1,63
2592500,1,33
2592600,1,48
2592700,1,123
2592800,1,45
2592900,1,84
2593000,1,39
2593100,1,30
2593200,1,33
2593301,1,9
2593302,1,27
2593303,1,18
2593304,1,12
2593400,1,27
2593500,1,39
2593600,1,39
2593700,1,54
2593800,1,42
2593901,1,60
2593902,1,30
2594000,1,21
2594100,1,60
2594200,1,81
2594300,1,42
2594400,1,27
2594500,1,33
2594600,1,42
2594700,1,21
2594800,1,42
2594900,1,21
2595000,1,30
2595100,1,36
2595200,1,24
2595300,1,27
2595400,1,15
2595500,1,39
2595600,1,30
2595700,1,36
2595800,1,36
2595900,1,66
2596000,1,42
2596100,1,78
2596200,1,45
2596300,1,36
2596400,1,27
2596501,1,15
2596502,1,24
2596600,1,51
2596700,1,39
2596800,1,30
2596900,1,42
2597000,1,45
2597100,1,30
2597200,1,27
2597300,1,24
2597400,1,48
2597500,1,21
2597600,1,24
2597700,1,42
2597800,1,51
2597900,1,33
2598000,1,24
2598100,1,45
2598200,1,18
2598301,1,12
2598302,1,0
2598401,1,9
2598402,1,3
2598403,1,6
2598404,1,36
2598405,1,9
2598500,1,27
2598600,1,69
2598700,1,60
2598800,1,63
2598900,1,0
2599000,1,66
2599100,1,78
2599200,1,60
2599300,1,69
2599400,1,75
2599500,1,48
2599600,1,33
2599700,1,27
2599800,1,18
2599900,1,27
2600000,1,39
2600100,1,48
2600200,1,45
2600300,1,78
2600401,1,39
2600402,1,33
2600500,1,39
2600600,1,30
2600700,1,33
2600800,1,24
2600900,1,78
2601001,1,51
2601002,1,51
2601100,1,36
2601200,1,42
2601300,1,48
2601400,1,39
2601500,1,42
2601600,1,66
2601700,1,27
2601800,1,45
2601900,1,48
2602000,1,54
2602100,1,36
2602200,1,45
2602300,1,39
2602400,1,21
2602500,1,42
2602600,1,60
2602700,1,45
2602801,1,69
2602802,1,51
2602900,1,57
2603000,1,69
2603100,1,51
2603200,1,48
2603301,1,60
2603302,1,15
2603303,1,9
2603400,1,69
2603500,1,39
2603603,1,33
2603604,1,36
2603605,1,21
2603606,1,24
2603607,1,15
2603608,1,15
2603700,1,27
2603800,1,66
2603900,1,33
2604000,1,39
2604100,1,36
2604200,1,54
2604300,1,36
2604400,1,45
2604504,1,84
2604505,1,33
2604506,1,48
2604507,1,6
2604508,1,18
2604509,1,42
2604510,1,60
2604511,1,12
2604512,1,30
2604513,1,24
2604514,1,45
2604515,1,0
2604600,1,27
2604700,1,42
2604801,1,51
2604802,1,36
2604803,1,39
2604804,1,21
2604900,1,93
2605000,1,96
2605100,1,48
2605200,1,48
2605300,1,27
2605400,1,60
2605500,1,90
2605600,1,57
2605700,1,36
2605800,1,45
2605900,1,60
2606001,1,15
2606002,1,21
2606003,1,18
2606100,1,36
2606200,1,27
2606300,1,24
2606400,1,3
2606500,1,3
2606600,1,66
2606700,1,36
2606800,1,3
2606900,1,12
2607000,1,75
2607100,1,105
2607200,1,3
2607300,1,3
2607400,1,45
2607500,1,27
2607600,1,21
2607700,1,42
2607800,1,63
2607900,1,57
2608000,1,39
2608100,1,57
2608200,1,21
2608300,1,0
2608400,1,0
2608500,1,66
2608600,1,69
2608700,1,102
2608800,1,69
2608900,1,87
2609000,1,45
2609100,1,57
2609200,1,60
2609300,1,60
2609400,1,60
2609500,1,81
2609600,1,54
2609700,1,96
2609800,1,63
2609900,1,51
2610000,1,48
2610100,1,36
2610200,1,36
2610300,1,72
2610400,1,39
2610500,1,81
2610600,1,39
2610700,1,48
2610800,1,69
2610900,1,33
2611000,1,75
2611100,1,63
2611200,1,39
2611300,1,105
2611400,1,63
2611500,1,24
2611601,1,12
2611602,1,15
2611603,1,24
2611701,1,15
2611702,1,24
2611703,1,12
2611704,1,18
2611705,1,18
2611800,1,30
2611900,1,30
2612000,1,39
2612100,1,24
2612200,1,57
2612300,1,27
2612400,1,30
2612501,1,30
2612502,1,21
2612600,1,72
2612700,1,39
2612800,1,42
2612900,1,81
2613000,1,69
2613100,1,33
2613200,1,48
2613300,1,57
2613400,1,27
2613500,1,84
2613600,1,36
2613700,1,36
2613800,1,57
2613900,1,48
2614000,1,42
2614100,1,48
2614200,1,39
2614300,1,42
2614400,1,72
2614500,1,27
2614601,1,21
2614602,1,6
2614603,1,15
2614604,1,24
2614700,1,36
2614800,1,42
2614900,1,57
2615000,1,48
2615100,1,24
2615200,1,45
2615300,1,48
2615400,1,66
2615500,1,78
2615600,1,42
2615700,1,30
2615800,1,78
2615901,1,24
2615902,1,69
2616000,1,3
2616100,1,0
2616200,1,0
2616300,1,24
2616400,1,0
2616500,1,0
2616600,1,0
2616700,1,0
2616800,1,0
2616900,1,3
2617000,1,0
2617100,1,6
2617201,1,18
2617202,1,30
2617203,1,18
2617204,1,21
2617300,1,0
2617400,1,0
2617500,1,3
2617601,1,0
2617602,1,0
2617700,1,6
2617800,1,3
2617900,1,0
2618000,1,0
2618100,1,0
2618200,1,3
2618300,1,6
2618400,1,0
2618500,1,0
2618600,1,0
2618700,1,3
2618800,1,3
2618900,1,3
2619000,1,0
2619100,1,0
2619200,1,21
2619300,1,66
2619400,1,30
2619500,1,18
2619600,1,57
2619700,1,42
2619800,1,39
2619901,1,33
2619902,1,27
2619903,1,39
2620000,1,45
2620100,1,87
2620200,1,12
2620300,1,15
2620400,1,42
2620500,1,27
2620600,1,12
2620700,1,21
2620801,1,33
2620802,1,27
2620803,1,27
2620900,1,36
2621000,1,39
2621100,1,9
2621200,1,51
2621300,1,27
2621400,1,36
2621501,1,33
2621502,1,33
2621503,1,42
2621601,1,33
2621602,1,30
2621603,1,42
2621701,1,78
2621702,1,15
2621703,1,18
2621800,1,30
2621900,1,57
2622000,1,69
2622100,1,30
2622200,1,21
2622300,1,69
2622400,1,78
2622500,1,75
2622600,1,78
2622701,1,39
2622702,1,42
2622703,1,54
2622801,1,36
2622802,1,27
2622803,1,30
2622900,1,75
2623000,1,57
2623100,1,27
2623200,1,48
2623300,1,84
2623400,1,3
2623500,1,0
2623600,1,0
2623700,1,9
2623800,1,0
2623900,1,0
2624000,1,0
2624100,1,3
2624200,1,66
2624301,1,42
2624302,1,15
2624401,1,33
2624402,1,33
2624501,1,15
2624502,1,33
2624601,1,9
2624602,1,15
2624700,1,30
2624801,1,27
2624802,1,21
2624803,1,33
2624804,1,24
2624805,1,21
2624900,1,72
2625000,1,45
2625100,1,66
2625200,1,39
2625300,1,36
2625400,1,57
2625500,1,36
2625600,1,30
2625700,1,57
2625800,1,69
2625900,1,75
2626000,1,72
2626100,1,42
2626200,1,39
2626300,1,39
2626400,1,51
2626500,1,21
2626600,1,63
2626700,1,66
2626800,1,12
2626900,1,54
2627000,1,21
2627100,1,27
2627200,1,42
2627300,1,48
2627400,1,66
2627500,1,48
2627600,1,39
2627700,1,39
2627800,1,66
2627900,1,51
2628000,1,39
2628100,1,42
2628200,1,45
2628300,1,75
2628400,1,54
2628500,1,78
2628600,1,54
2628700,1,36
2628800,1,42
2628900,1,57
2629000,1,42
2629100,1,39
2629201,1,0
2629202,1,3
2629203,1,0
2629204,1,0
2629301,1,0
2629302,1,30
2629303,1,33
2629400,1,54
2629501,1,54
2629502,1,54
2629600,1,39
2629700,1,39
2629800,1,33
2629900,1,21
2630000,1,39
2630100,1,18
2630200,1,33
2630300,1,66
2630400,1,69
2630500,1,63
2630600,1,60
2630700,1,48
2630800,1,48
2630900,1,48
2631000,1,30
2631100,1,18
2631200,1,45
2631300,1,66
2631400,1,48
2631501,1,33
2631502,1,18
2631503,1,24
2631600,1,36
2631701,1,6
2631702,1,33
2631703,1,42
2631800,1,33
2631901,1,45
2631902,1,24
2631903,1,30
2632000,1,3
2632100,1,18
2632201,1,45
2632202,1,39
2632300,1,57
2632400,1,33
2632500,1,30
2632600,1,48
2632700,1,36
2632800,1,12
2632900,1,42
2633000,1,57
2633100,1,54
2633200,1,54
2633300,1,33
2633400,1,66
2633500,1,60
2633600,1,36
2633700,1,51
2633800,1,51
2633900,1,30
2634000,1,15
2634100,1,39
2634200,1,51
2634300,1,39
2634400,1,54
2634500,1,63
2634600,1,39
2634700,1,39
2634800,1,51
2634900,1,15
2635000,1,12
2635100,1,42
2635200,1,60
2635300,1,42
2635400,1,87
2635500,1,48
2635600,1,33
2635700,1,12
2635801,1,18
2635802,1,42
2635900,1,51
2636000,1,27
2636100,1,60
2636200,1,57
2636300,1,15
2636400,1,33
2636500,1,66
2636600,1,54
2636700,1,60
2636800,1,87
2636900,1,102
2637000,1,51
2637100,1,33
2637200,1,78
2637300,1,45
2637400,1,27
2637500,1,66
2637600,1,45
2637700,1,42
2637800,1,69
2637900,1,96
2638000,1,42
2638100,1,87
2638201,1,27
2638202,1,30
2638203,1,15
2638300,1,39
2638401,1,15
2638402,1,33
2638403,1,33
2638500,1,78
2638600,1,75
2638701,1,90
2638702,1,48
2638800,1,90
2638900,1,81
2639000,1,69
2639100,1,66
2639200,1,72
2639300,1,24
2639400,1,78
2639500,1,39
2639600,1,42
