meshblock_id,census_year_id,families
2628000,1,27
2628100,1,30
2628200,1,30
2628300,1,57
2628400,1,36
2628500,1,57
2628600,1,45
2628700,1,27
2628800,1,33
2628900,1,36
2629000,1,30
2629100,1,21
2629201,1,0
2629202,1,3
2629203,1,0
2629204,1,0
2629301,1,0
2629302,1,21
2629303,1,24
2629400,1,42
2629501,1,48
2629502,1,51
2629600,1,33
2629700,1,30
2629800,1,27
2629900,1,18
2630000,1,27
2630100,1,15
2630200,1,24
2630300,1,48
2630400,1,57
2630500,1,57
2630600,1,57
2630700,1,45
2630800,1,42
2630900,1,39
2631000,1,27
2631100,1,18
2631200,1,45
2631300,1,33
2631400,1,45
2631501,1,21
2631502,1,15
2631503,1,18
2631600,1,30
2631701,1,3
2631702,1,21
2631703,1,27
2631800,1,27
2631901,1,33
2631902,1,15
2631903,1,18
2632000,1,3
2632100,1,15
2632201,1,36
2632202,1,33
2632300,1,48
2632400,1,21
2632500,1,21
2632600,1,39
2632700,1,27
2632800,1,9
2632900,1,33
2633000,1,39
2633100,1,39
2633200,1,36
2633300,1,21
2633400,1,51
2633500,1,45
2633600,1,33
2633700,1,45
2633800,1,45
2633900,1,27
2634000,1,15
2634100,1,33
2634200,1,42
2634300,1,33
2634400,1,36
2634500,1,48
2634600,1,30
2634700,1,33
2634800,1,39
2634900,1,9
2635000,1,9
2635100,1,36
2635200,1,45
2635300,1,36
2635400,1,63
2635500,1,39
2635600,1,27
2635700,1,9
2635801,1,12
2635802,1,36
2635900,1,36
2636000,1,21
2636100,1,45
2636200,1,42
2636300,1,6
2636400,1,27
2636500,1,51
2636600,1,45
2636700,1,36
2636800,1,57
2636900,1,57
2637000,1,39
2637100,1,0
2637200,1,54
2637300,1,33
2637400,1,18
2637500,1,51
2637600,1,30
2637700,1,30
2637800,1,48
2637900,1,42
2638000,1,24
2638100,1,51
2638201,1,18
2638202,1,27
2638203,1,15
2638300,1,30
2638401,1,9
2638402,1,18
2638403,1,24
2638500,1,39
2638600,1,42
2638701,1,48
2638702,1,24
2638800,1,54
2638900,1,39
2639000,1,39
2639100,1,33
2639200,1,45
2639300,1,21
2639400,1,36
2639500,1,27
2639600,1,30
2639700,1,30
2639800,1,27
2639900,1,30
2640000,1,27
2640100,1,48
2640200,1,18
2640300,1,39
2640400,1,45
2640500,1,33
2640600,1,27
2640700,1,51
2640800,1,15
2640900,1,30
2641000,1,18
2641100,1,18
2641200,1,30
2641300,1,48
2641400,1,45
2641500,1,33
2641600,1,30
2641701,1,6
2641702,1,9
2641800,1,21
2641900,1,39
2642001,1,9
2642002,1,12
2642003,1,6
2642100,1,39
2642200,1,21
2642300,1,27
2642400,1,0
2642500,1,39
2642600,1,27
2642700,1,42
2642800,1,48
2642900,1,27
2643000,1,36
2643100,1,36
2643200,1,6
2643300,1,15
2643400,1,42
2643500,1,21
2643600,1,39
2643700,1,24
2643800,1,27
2643900,1,30
2644000,1,48
2644100,1,15
2644200,1,42
2644300,1,33
2644400,1,24
2644500,1,30
2644600,1,24
2644700,1,39
2644800,1,33
2644901,1,6
2644902,1,12
2644903,1,0
2644904,1,15
2644905,1,24
2645000,1,21
2645100,1,39
2645200,1,36
2645300,1,24
2645400,1,12
2645500,1,48
2645600,1,36
2645700,1,36
2645800,1,42
2645900,1,45
2646000,1,33
2646100,1,42
2646201,1,12
2646202,1,9
2646203,1,9
2646300,1,45
2646400,1,36
2646500,1,45
2646600,1,27
2646700,1,36
2646800,1,51
2646900,1,21
2647000,1,48
2647100,1,33
2647200,1,54
2647300,1,18
2647400,1,30
2647500,1,0
2647600,1,18
2647700,1,9
2647800,1,0
2647900,1,0
2648000,1,0
2648100,1,0
2648200,1,0
2648300,1,3
2648400,1,0
2648500,1,0
2648600,1,0
2648700,1,3
2648800,1,0
2648900,1,0
2649000,1,0
2649100,1,0
2649200,1,0
2649300,1,3
2649400,1,9
2649500,1,0
2649600,1,0
2649700,1,0
2649800,1,0
2649900,1,3
2650000,1,0
2650100,1,0
2650200,1,0
2650300,1,0
2650400,1,3
2650500,1,0
2650600,1,0
2650700,1,3
2650800,1,0
2650900,1,0
2651000,1,0
2651100,1,6
2651200,1,0
2651300,1,3
2651400,1,0
2651500,1,3
2651600,1,0
2651700,1,0
2651800,1,6
2651900,1,0
2652000,1,0
2652100,1,0
2652200,1,6
2652300,1,3
2652400,1,0
2652500,1,0
2652600,1,0
2652700,1,3
2652800,1,3
2652900,1,0
2653000,1,6
2653100,1,9
2653200,1,0
2653300,1,0
2653400,1,0
2653500,1,0
2653600,1,0
2653700,1,3
2653800,1,9
2653900,1,18
2654000,1,18
2654101,1,3
2654102,1,3
2654103,1,0
2654104,1,0
2654105,1,3
2654106,1,3
2654107,1,0
2654200,1,18
2654300,1,6
2654400,1,3
2654500,1,0
2654600,1,6
2654700,1,15
2654801,1,24
2654802,1,12
2654803,1,6
2654900,1,6
2655000,1,21
2655100,1,27
2655200,1,27
2655301,1,15
2655302,1,3
2655303,1,15
2655304,1,9
2655400,1,3
2655500,1,18
2655600,1,24
2655700,1,15
2655800,1,18
2655900,1,0
2656000,1,21
2656100,1,9
2656200,1,9
2656300,1,30
2656400,1,6
2656500,1,27
2656600,1,3
2656700,1,42
2656800,1,6
2656900,1,15
2657000,1,15
2657100,1,6
2657200,1,12
2657300,1,3
2657400,1,18
2657500,1,33
2657600,1,33
2657700,1,9
2657800,1,24
2657900,1,21
2658000,1,0
2658100,1,15
2658200,1,0
2658300,1,0
2658400,1,0
2658500,1,0
2658601,1,6
2658602,1,9
2658603,1,12
2658604,1,6
2658701,1,18
2658702,1,12
2658703,1,12
2658704,1,3
2658801,1,12
2658802,1,9
2658803,1,12
2658804,1,9
2658901,1,9
2658902,1,12
2658903,1,6
2659001,1,15
2659002,1,9
2659003,1,15
2659004,1,9
2659101,1,15
2659102,1,18
2659200,1,0
2659301,1,0
2659302,1,0
2659400,1,0
2659500,1,39
2659600,1,30
2659700,1,24
2659801,1,12
2659802,1,9
2659803,1,15
2659804,1,12
2659900,1,42
2660001,1,12
2660002,1,12
2660003,1,6
2660100,1,24
2660200,1,30
2660300,1,12
2660400,1,36
2660500,1,9
2660600,1,30
2660700,1,42
2660800,1,33
2660900,1,27
2661000,1,27
2661100,1,39
2661200,1,21
2661300,1,33
2661400,1,42
2661500,1,12
2661600,1,18
2661700,1,24
2661800,1,18
2661900,1,12
2662000,1,3
2662100,1,18
2662200,1,12
2662300,1,42
2662400,1,24
2662500,1,51
2662600,1,27
2662700,1,27
2662800,1,54
2662900,1,27
2663000,1,27
2663100,1,24
2663200,1,24
2663301,1,18
2663302,1,3
2663303,1,18
2663304,1,15
2663400,1,42
2663500,1,36
2663600,1,15
2663700,1,3
2663800,1,3
2663900,1,27
2664000,1,45
2664100,1,48
2664200,1,24
2664300,1,36
2664400,1,33
2664500,1,18
2664600,1,27
2664701,1,21
2664702,1,18
2664703,1,18
2664704,1,21
2664801,1,18
2664802,1,12
2664803,1,9
2664804,1,12
2664805,1,12
2664806,1,15
2664900,1,24
2665000,1,6
2665100,1,21
2665200,1,18
2665300,1,30
2665401,1,12
2665402,1,18
2665403,1,15
2665500,1,48
2665600,1,39
2665700,1,30
2665800,1,24
2665900,1,21
2666000,1,24
2666101,1,18
2666102,1,24
2666200,1,18
2666300,1,21
2666400,1,15
2666500,1,24
2666600,1,30
2666700,1,18
2666800,1,18
2666900,1,36
2667000,1,30
2667100,1,21
2667200,1,24
2667300,1,21
2667400,1,51
2667500,1,39
2667600,1,18
2667700,1,33
2667800,1,21
2667900,1,33
2668000,1,15
2668100,1,48
2668200,1,33
2668300,1,18
2668400,1,48
2668501,1,48
2668502,1,3
2668600,1,18
2668700,1,15
2668800,1,30
2668900,1,39
2669000,1,30
2669101,1,18
2669102,1,6
2669103,1,18
2669104,1,15
2669200,1,24
2669300,1,33
2669400,1,36
2669500,1,33
2669600,1,30
2669700,1,33
2669800,1,24
2669901,1,18
2669902,1,15
2669903,1,9
2670000,1,45
2670100,1,21
2670200,1,36
2670300,1,27
2670400,1,33
2670500,1,45
2670601,1,15
2670602,1,21
2670701,1,9
2670702,1,9
2670703,1,6
2670704,1,12
2670800,1,27
2670900,1,18
2671001,1,12
2671002,1,24
2671100,1,30
2671200,1,24
2671300,1,48
2671400,1,21
2671500,1,6
2671600,1,21
2671701,1,12
2671702,1,18
2671703,1,21
2671800,1,15
2671901,1,21
2671902,1,6
2672000,1,36
2672101,1,21
2672102,1,15
2672103,1,15
2672200,1,24
2672300,1,39
2672401,1,21
2672402,1,15
2672500,1,33
2672600,1,39
2672700,1,6
2672800,1,9
2672900,1,15
2673000,1,18
2673100,1,30
2673200,1,24
2673300,1,30
2673400,1,6
2673500,1,33
2673600,1,39
2673700,1,12
2673801,1,9
2673802,1,18
2673900,1,18
2674001,1,18
2674002,1,30
2674101,1,0
2674102,1,27
2674200,1,12
2674300,1,12
2674400,1,33
2674500,1,18
2674600,1,21
2674700,1,18
2674800,1,12
2674900,1,45
2675000,1,27
2675100,1,27
2675200,1,54
2675301,1,42
2675302,1,12
2675400,1,39
2675500,1,6
2675600,1,15
2675700,1,18
2675800,1,18
2675900,1,15
2676000,1,27
2676101,1,6
2676102,1,9
2676200,1,18
2676300,1,15
2676400,1,42
2676500,1,9
2676600,1,6
2676700,1,15
2676800,1,27
2676901,1,15
2676902,1,12
2676903,1,9
2676904,1,12
2677000,1,3
2677100,1,15
2677200,1,3
2677300,1,15
2677400,1,21
2677500,1,18
2677600,1,9
2677700,1,21
2677800,1,21
2677900,1,0
2678000,1,0
2678100,1,3
2678201,1,0
2678202,1,9
2678203,1,9
2678300,1,0
2678400,1,3
2678500,1,0
2678601,1,3
2678602,1,6
2678603,1,6
2678604,1,0
2678605,1,6
2678700,1,12
2678800,1,0
2678900,1,24
2679000,1,42
2679100,1,21
2679200,1,21
2679300,1,42
2679400,1,30
2679500,1,39
2679600,1,27
2679700,1,30
2679800,1,18
2679900,1,12
2680000,1,24
2680100,1,21
2680200,1,39
2680300,1,12
2680400,1,18
2680500,1,51
2680600,1,39
2680700,1,12
2680800,1,15
2680900,1,24
2681000,1,33
2681100,1,24
2681200,1,18
2681300,1,24
2681400,1,36
2681500,1,18
2681600,1,30
2681700,1,18
2681800,1,30
2681900,1,21
2682000,1,15
2682100,1,33
2682200,1,24
2682300,1,27
2682400,1,45
2682500,1,27
2682600,1,18
2682700,1,27
2682801,1,21
2682802,1,24
2682803,1,9
2682900,1,21
2683000,1,33
2683100,1,21
2683200,1,18
2683300,1,36
2683400,1,27
2683500,1,15
2683600,1,33
2683700,1,15
2683800,1,15
2683900,1,30
2684000,1,54
2684100,1,42
2684200,1,51
2684300,1,36
2684400,1,42
2684500,1,33
2684600,1,33
2684700,1,9
2684800,1,45
2684900,1,42
2685000,1,21
2685100,1,45
2685200,1,27
2685300,1,24
2685400,1,54
2685500,1,24
2685600,1,21
2685700,1,12
2685800,1,12
2685900,1,18
2686000,1,27
2686100,1,24
2686200,1,9
2686300,1,42
2686401,1,9
2686402,1,9
2686403,1,3
2686500,1,36
2686600,1,30
2686700,1,24
2686800,1,18
2686900,1,12
2687000,1,0
2687100,1,9
2687200,1,21
2687300,1,24
2687400,1,15
2687500,1,30
2687600,1,21
2687700,1,24
2687800,1,36
2687900,1,33
2688000,1,36
2688100,1,27
2688200,1,15
2688300,1,12
2688400,1,15
2688500,1,18
2688600,1,21
2688700,1,21
2688800,1,15
2688900,1,24
2689000,1,39
2689100,1,36
2689200,1,24
2689300,1,24
2689400,1,30
2689500,1,30
2689600,1,21
2689700,1,15
2689800,1,27
2689900,1,9
2690000,1,21
2690100,1,18
2690200,1,27
2690300,1,60
2690400,1,18
2690500,1,30
2690600,1,33
2690700,1,18
2690800,1,30
2690900,1,30
2691000,1,30
2691100,1,48
2691200,1,30
2691300,1,24
2691400,1,36
2691500,1,48
2691600,1,21
2691700,1,24
2691800,1,42
2691901,1,6
2691902,1,6
2691903,1,6
2691904,1,15
2692001,1,18
2692002,1,12
2692003,1,6
2692004,1,3
2692005,1,9
2692100,1,21
2692200,1,24
2692300,1,21
2692401,1,6
2692402,1,6
2692403,1,9
2692404,1,12
2692501,1,12
2692502,1,9
2692503,1,15
2692600,1,3
2692701,1,9
2692702,1,12
2692703,1,3
2692704,1,3
2692705,1,9
2692706,1,6
2692800,1,12
2692900,1,15
2693000,1,30
2693100,1,21
2693200,1,42
2693300,1,18
2693400,1,18
2693500,1,15
2693600,1,30
2693700,1,30
2693800,1,24
2693900,1,21
2694000,1,33
2694100,1,33
2694200,1,30
2694300,1,15
2694400,1,39
2694501,1,24
2694502,1,21
2694601,1,12
2694602,1,15
2694603,1,15
2694700,1,3
2694801,1,9
2694802,1,3
2694803,1,6
2694804,1,15
2694900,1,51
2695000,1,27
2695100,1,21
2695200,1,30
2695300,1,30
2695400,1,21
2695500,1,27
2695601,1,9
2695602,1,0
2695603,1,12
2695700,1,36
2695800,1,15
2695900,1,30
2696000,1,27
2696100,1,30
2696200,1,30
2696300,1,18
2696400,1,24
2696500,1,24
2696600,1,21
2696700,1,39
2696800,1,12
2696900,1,21
2697000,1,24
2697100,1,36
2697200,1,39
2697300,1,36
2697400,1,12
2697500,1,39
2697600,1,45
2697700,1,39
2697800,1,33
2697900,1,36
2698000,1,27
2698100,1,18
2698200,1,48
2698300,1,39
2698400,1,45
2698500,1,18
2698600,1,45
2698700,1,42
2698801,1,30
2698802,1,21
2698900,1,27
2699001,1,69
2699002,1,15
2699100,1,48
2699202,1,33
2699203,1,3
2699204,1,9
2699205,1,33
2699206,1,9
2699207,1,12
2699208,1,39
2699300,1,36
2699400,1,9
2699500,1,27
2699600,1,45
2699701,1,39
2699702,1,57
2699800,1,30
2699900,1,36
2700000,1,54
2700100,1,27
2700201,1,66
2700202,1,66
2700300,1,0
2700401,1,0
2700403,1,96
2700404,1,57
2700405,1,27
2700406,1,33
2700501,1,66
2700502,1,12
2700503,1,21
2700600,1,15
2700700,1,30
2700800,1,0
2700900,1,0
2701000,1,0
2701100,1,0
2701200,1,36
2701300,1,51
2701400,1,33
2701501,1,24
2701503,1,39
2701504,1,33
2701505,1,30
2701506,1,9
2701507,1,0
2701600,1,30
2701700,1,39
2701800,1,18
2701900,1,60
2702000,1,9
2702101,1,0
2702102,1,3
2702103,1,3
2702104,1,18
2702200,1,51
2702300,1,33
2702400,1,39
2702501,1,63
2702502,1,6
2702601,1,0
2702602,1,0
2702700,1,51
2702800,1,66
2702900,1,39
2703002,1,6
2703003,1,30
2703004,1,30
2703101,1,51
2703102,1,18
2703103,1,36
2703200,1,0
2703300,1,0
2703400,1,48
2703500,1,18
2703600,1,24
2703700,1,33
2703800,1,24
2703900,1,45
2704000,1,6
2704100,1,36
2704200,1,24
2704300,1,75
2704400,1,57
2704501,1,0
2704502,1,0
2704600,1,48
2704700,1,21
2704800,1,6
2704900,1,21
2705000,1,9
2705100,1,21
2705200,1,27
2705300,1,36
2705400,1,27
2705500,1,30
2705600,1,36
2705701,1,0
2705702,1,3
2705800,1,0
2705901,1,51
2705902,1,54
2705903,1,18
2706000,1,24
2706100,1,39
2706200,1,69
2706300,1,21
2706400,1,24
2706500,1,27
2706600,1,15
2706700,1,0
2706800,1,0
2706900,1,15
2707000,1,24
2707100,1,69
2707200,1,0
2707300,1,15
2707400,1,30
2707500,1,18
2707600,1,15
2707700,1,6
2707800,1,21
2707900,1,15
2708000,1,3
2708100,1,39
2708200,1,15
2708300,1,6
2708400,1,15
2708500,1,6
2708600,1,3
2708700,1,12
2708800,1,12
2708900,1,33
2709000,1,36
2709100,1,36
2709200,1,18
2709300,1,21
2709400,1,24
2709500,1,9
2709600,1,12
2709700,1,3
2709801,1,3
2709802,1,9
2709900,1,3
2710000,1,6
2710100,1,75
2710200,1,54
2710300,1,42
2710400,1,6
2710500,1,39
2710600,1,27
2710700,1,21
2710800,1,0
2710900,1,0
2711000,1,0
2711101,1,36
2711102,1,39
2711200,1,60
2711301,1,45
2711302,1,42
2711400,1,51
2711501,1,21
2711502,1,45
2711503,1,42
2711504,1,27
2711601,1,45
2711602,1,27
2711701,1,0
2711702,1,0
2711801,1,18
2711802,1,6
2711900,1,72
2712001,1,6
2712002,1,27
2712003,1,18
2712004,1,18
2712005,1,3
2712101,1,33
2712102,1,9
2712200,1,0
2712300,1,12
2712402,1,0
2712403,1,0
2712404,1,0
2712405,1,0
2712406,1,0
2712410,1,0
2712412,1,0
2712413,1,0
2712414,1,0
2712415,1,0
2712418,1,0
2712419,1,0
2712420,1,0
2712421,1,0
2712422,1,0
2712423,1,0
2712424,1,0
2712425,1,0
2712426,1,0
2712427,1,0
2712428,1,0
2712500,1,39
2712600,1,21
2712700,1,9
2712801,1,12
2712802,1,9
2712900,1,12
2713000,1,12
2713100,1,27
2713200,1,27
2713300,1,15
2713400,1,30
2713501,1,0
2713502,1,15
2713601,1,18
2713602,1,0
2713700,1,18
2713800,1,12
2713900,1,18
2714001,1,9
2714002,1,0
2714100,1,24
2714200,1,18
2714300,1,21
2714401,1,12
2714402,1,24
2714500,1,6
2714600,1,36
2714700,1,21
2714800,1,21
2714900,1,24
2715000,1,24
2715100,1,9
2715200,1,15
2715300,1,15
2715400,1,3
2715500,1,3
2715600,1,9
2715700,1,24
2715800,1,15
2715900,1,24
2716001,1,9
2716002,1,9
2716100,1,3
2716200,1,6
2716300,1,33
2716400,1,9
2716500,1,3
2716601,1,0
2716602,1,0
2716603,1,27
2716700,1,6
2716801,1,24
2716802,1,0
2716900,1,0
2717000,1,12
2717100,1,27
2717200,1,9
2717300,1,15
2717400,1,30
2717500,1,6
2717600,1,0
2717700,1,66
2717801,1,27
2717802,1,42
2717803,1,54
2717900,1,6
2718001,1,18
2718002,1,39
2718003,1,42
2718004,1,6
2718005,1,0
2718006,1,0
2718100,1,3
2718200,1,54
2718300,1,30
2718400,1,39
2718500,1,30
2718600,1,45
2718700,1,39
2718800,1,66
2718900,1,57
2719001,1,12
2719002,1,18
2719003,1,27
2719004,1,15
2719005,1,15
2719102,1,15
2719103,1,66
2719104,1,60
2719201,1,39
2719204,1,30
2719205,1,60
2719209,1,30
2719210,1,0
2719211,1,0
2719212,1,0
2719213,1,0
2719214,1,0
2719215,1,0
2719216,1,0
2719217,1,3
2719218,1,3
2719219,1,0
2719220,1,0
2719221,1,18
2719222,1,27
2719223,1,0
2719224,1,0
2719225,1,0
2719226,1,0
2719227,1,0
2719228,1,15
2719229,1,21
2719302,1,0
2719303,1,15
2719304,1,12
2719305,1,30
2719306,1,36
2719307,1,33
2719308,1,48
2719309,1,30
2719310,1,15
2719311,1,0
2719312,1,0
2719313,1,0
2719314,1,0
2719315,1,0
2719316,1,0
2719317,1,0
2719318,1,0
2719319,1,0
2719320,1,0
2719321,1,0
2719322,1,3
2719323,1,0
2719324,1,0
2719404,1,33
2719405,1,0
2719406,1,0
2719407,1,0
2719408,1,6
2719409,1,0
2719410,1,0
2719411,1,0
2719412,1,0
2719413,1,12
2719414,1,0
2719415,1,0
2719416,1,15
2719417,1,3
2719418,1,9
2719419,1,3
2719420,1,0
2719421,1,0
2719422,1,0
2719423,1,0
2719424,1,18
2719425,1,6
2719426,1,15
2719427,1,6
2719428,1,0
2719429,1,0
2719430,1,6
2719431,1,0
2719432,1,3
2719500,1,51
2719600,1,39
2719700,1,18
2719800,1,18
2719901,1,18
2719902,1,33
2720000,1,18
2720100,1,6
2720200,1,6
2720300,1,0
2720400,1,0
2720501,1,21
2720502,1,18
2720600,1,36
2720700,1,33
2720800,1,15
2720900,1,0
2721001,1,12
2721002,1,3
2721100,1,12
2721200,1,24
2721300,1,30
2721400,1,18
2721500,1,6
2721600,1,6
2721701,1,42
2721702,1,18
2721801,1,6
2721802,1,18
2721900,1,9
2722000,1,24
2722100,1,36
2722200,1,39
2722300,1,27
2722400,1,27
2722501,1,24
2722503,1,0
2722504,1,0
2722600,1,30
2722701,1,15
2722703,1,12
2722704,1,6
2722705,1,6
2722706,1,6
2722707,1,0
2722800,1,21
2722900,1,48
2723000,1,12
2723101,1,27
2723102,1,0
2723200,1,18
2723300,1,30
2723400,1,27
2723500,1,21
2723600,1,15
2723701,1,15
2723702,1,12
2723703,1,24
2723704,1,12
2723800,1,24
2723900,1,63
2724000,1,21
2724100,1,24
2724200,1,9
2724300,1,6
2724400,1,36
2724500,1,0
2724600,1,45
2724700,1,0
2724800,1,9
2724900,1,12
2725000,1,45
2725100,1,39
2725200,1,21
2725301,1,3
2725302,1,12
2725303,1,12
2725400,1,48
2725500,1,18
2725600,1,21
2725700,1,18
2725800,1,27
2725900,1,18
2726000,1,36
2726100,1,21
2726200,1,18
2726300,1,15
2726400,1,9
2726500,1,60
2726600,1,0
2726700,1,21
2726800,1,63
2726900,1,33
2727000,1,36
2727100,1,3
2727201,1,51
2727202,1,9
2727300,1,3
2727400,1,3
2727500,1,24
2727600,1,18
2727700,1,30
2727800,1,21
2727900,1,12
2728000,1,21
2728100,1,0
2728200,1,6
2728300,1,24
2728400,1,9
2728500,1,12
2728600,1,21
2728700,1,0
2728800,1,36
2728900,1,18
2729000,1,48
2729100,1,21
2729200,1,45
2729300,1,0
2729400,1,0
2729500,1,0
2729600,1,15
2729700,1,0
2729800,1,15
2729900,1,0
2730000,1,27
2730100,1,21
2730200,1,21
2730300,1,12
2730400,1,15
2730500,1,15
2730600,1,33
2730700,1,18
2730800,1,30
2730900,1,15
2731000,1,18
2731100,1,24
2731200,1,21
2731300,1,30
2731400,1,33
2731500,1,21
2731600,1,54
2731700,1,21
2731800,1,27
2731900,1,27
2732000,1,24
2732100,1,51
2732200,1,18
2732300,1,15
2732400,1,6
2732500,1,15
2732600,1,24
2732700,1,36
2732800,1,21
2732900,1,24
2733000,1,39
2733100,1,30
2733200,1,21
2733300,1,36
2733400,1,24
2733500,1,45
2733600,1,30
2733700,1,27
2733800,1,24
2733900,1,33
2734000,1,42
2734100,1,30
2734200,1,6
2734300,1,33
2734400,1,30
2734500,1,30
2734600,1,51
2734700,1,66
2734801,1,51
2734802,1,63
2734900,1,27
2735000,1,15
2735101,1,42
2735102,1,54
2735200,1,39
2735300,1,63
2735400,1,24
2735501,1,15
2735502,1,33
2735503,1,33
2735600,1,54
2735700,1,51
2735800,1,54
2735900,1,42
2736002,1,48
2736003,1,42
2736004,1,21
2736005,1,36
2736100,1,57
2736200,1,33
2736300,1,3
2736400,1,30
2736500,1,51
2736600,1,24
2736700,1,18
2736800,1,12
2736900,1,18
2737000,1,0
2737100,1,0
2737200,1,15
2737300,1,15
2737400,1,51
2737500,1,39
2737600,1,48
2737700,1,27
2737800,1,30
2737900,1,15
2738000,1,30
2738100,1,51
2738200,1,0
2738300,1,21
2738400,1,42
2738500,1,0
2738600,1,24
2738700,1,24
2738800,1,12
2738900,1,9
2739000,1,3
2739100,1,3
2739200,1,0
2739301,1,45
2739302,1,18
2739303,1,42
2739400,1,9
2739500,1,33
2739600,1,12
2739700,1,39
2739800,1,9
2739900,1,30
2740000,1,75
2740100,1,36
2740200,1,42
2740300,1,24
2740400,1,45
2740500,1,30
2740600,1,48
2740700,1,21
2740800,1,0
2740900,1,54
2741000,1,21
2741100,1,12
2741200,1,24
2741300,1,30
2741400,1,30
2741500,1,0
2741600,1,18
2741700,1,45
2741800,1,33
2741900,1,15
2742000,1,15
2742100,1,15
2742200,1,18
2742300,1,18
2742400,1,18
2742500,1,24
2742600,1,24
2742700,1,18
2742800,1,36
2742900,1,21
2743000,1,27
2743100,1,3
2743200,1,36
2743300,1,15
2743400,1,21
2743500,1,6
2743600,1,18
2743700,1,15
2743801,1,9
2743803,1,6
2743804,1,3
2743805,1,6
2743806,1,6
2743807,1,9
2743808,1,6
2743901,1,51
2743903,1,12
2743904,1,3
2744000,1,39
2744100,1,12
2744200,1,24
2744300,1,24
2744400,1,6
2744500,1,18
2744600,1,15
2744700,1,21
2744800,1,18
2744900,1,0
2745001,1,18
2745002,1,3
2745100,1,18
2745200,1,21
2745300,1,21
2745400,1,18
2745500,1,12
2745600,1,27
2745700,1,57
2745801,1,3
2745802,1,3
2745901,1,6
2745902,1,51
2746000,1,6
2746101,1,57
2746103,1,6
2746104,1,9
2746105,1,12
2746106,1,12
2746107,1,12
2746108,1,9
2746109,1,3
2746201,1,27
2746202,1,3
2746301,1,3
2746302,1,3
2746303,1,12
2746402,1,6
2746403,1,9
2746405,1,9
2746406,1,6
2746407,1,15
2746408,1,0
2746409,1,0
2746410,1,3
2746501,1,12
2746502,1,6
2746503,1,6
2746601,1,30
2746603,1,6
2746604,1,12
2746700,1,15
2746800,1,21
2746901,1,15
2746902,1,6
2746903,1,3
2747000,1,3
2747101,1,6
2747102,1,27
2747202,1,21
2747203,1,6
2747204,1,6
2747300,1,12
2747400,1,42
2747501,1,24
2747503,1,9
2747504,1,15
2747601,1,15
2747602,1,15
2747603,1,6
2747604,1,3
2747605,1,0
2747606,1,0
2747607,1,0
2747608,1,6
2747700,1,9
2747800,1,12
2747900,1,0
2748000,1,21
2748100,1,21
2748200,1,21
2748300,1,24
2748401,1,9
2748402,1,6
2748501,1,3
2748503,1,6
2748504,1,12
2748505,1,15
2748506,1,12
2748507,1,3
2748601,1,9
2748602,1,12
2748700,1,24
2748801,1,24
2748802,1,6
2748900,1,18
2749000,1,30
2749100,1,21
2749200,1,6
2749300,1,24
2749400,1,33
2749500,1,24
2749600,1,36
2749700,1,18
2749800,1,30
2749900,1,33
2750000,1,27
2750100,1,60
2750200,1,42
2750300,1,33
2750400,1,18
2750500,1,12
2750600,1,9
2750700,1,18
2750800,1,21
2750900,1,12
2751000,1,12
2751100,1,24
2751200,1,3
2751300,1,18
2751401,1,15
2751402,1,0
2751500,1,12
2751600,1,9
2751700,1,9
2751800,1,24
2751900,1,12
2752000,1,0
2752101,1,57
2752102,1,0
2752103,1,39
2752104,1,0
2752105,1,0
2752106,1,3
2752107,1,3
2752201,1,15
2752202,1,18
2752300,1,12
2752401,1,33
2752402,1,6
2752501,1,12
2752502,1,12
2752503,1,18
2752600,1,30
2752700,1,6
2752801,1,15
2752802,1,0
2752900,1,27
2753000,1,18
2753100,1,15
2753200,1,12
2753300,1,24
2753401,1,3
2753403,1,0
2753404,1,0
2753405,1,3
2753406,1,0
2753500,1,18
2753601,1,6
2753602,1,9
2753603,1,9
2753700,1,6
2753800,1,15
2753900,1,15
2754000,1,18
2754100,1,18
2754200,1,0
2754300,1,3
2754400,1,30
2754500,1,9
2754600,1,24
2754700,1,3
2754800,1,9
2754900,1,21
2755000,1,0
2755100,1,12
2755200,1,21
2755300,1,0
2755400,1,0
2755500,1,6
2755601,1,3
2755602,1,0
2755700,1,3
2755800,1,6
2755900,1,15
2756000,1,3
2756100,1,24
2756200,1,18
2756300,1,15
2756400,1,15
2756500,1,9
2756600,1,6
2756700,1,0
2756800,1,12
2756900,1,0
2757000,1,18
2757100,1,0
2757200,1,6
2757300,1,18
2757400,1,27
2757500,1,6
2757600,1,0
2757700,1,3
2757800,1,3
2757900,1,6
2758000,1,12
2758100,1,15
2758200,1,9
2758300,1,0
2758400,1,0
2758500,1,9
2758600,1,18
2758700,1,27
2758801,1,12
2758802,1,6
2758901,1,18
2758902,1,6
2759000,1,24
2759100,1,9
2759201,1,9
2759203,1,9
2759204,1,6
2759205,1,21
2759206,1,6
2759207,1,18
2759208,1,15
2759209,1,15
2759300,1,42
2759400,1,21
2759500,1,24
2759600,1,3
2759700,1,6
2759800,1,18
2759900,1,3
2760000,1,3
2760100,1,9
2760200,1,27
2760300,1,6
2760400,1,15
2760500,1,6
2760600,1,21
2760700,1,12
2760800,1,12
2760900,1,15
2761000,1,15
2761100,1,3
2761200,1,9
2761300,1,21
2761400,1,12
2761500,1,9
2761600,1,6
2761700,1,27
2761800,1,6
2761900,1,15
2762000,1,6
