meshblock_id,census_year_id,residents
1017302,1,33
1017303,1,30
1017400,1,45
1017500,1,78
1017600,1,105
1017700,1,54
1017800,1,33
1017900,1,21
1018000,1,60
1018100,1,27
1018200,1,75
1018300,1,18
1018401,1,36
1018402,1,9
1018500,1,33
1018600,1,33
1018700,1,66
1018800,1,45
1018900,1,0
1019000,1,93
1019101,1,57
1019102,1,6
1019103,1,0
1019104,1,0
1019200,1,51
1019300,1,171
1019401,1,12
1019402,1,0
1019500,1,210
1019601,1,9
1019602,1,3
1019603,1,0
1019700,1,9
1019800,1,234
1019902,1,42
1019903,1,51
1019904,1,21
1020001,1,48
1020002,1,6
1020101,1,12
1020102,1,33
1020201,1,87
1020202,1,3
1020301,1,39
1020302,1,9
1020400,1,114
1020500,1,42
1020600,1,105
1020700,1,57
1020800,1,66
1020901,1,0
1020902,1,3
1021000,1,45
1021100,1,9
1021200,1,15
1021301,1,6
1021302,1,21
1021400,1,111
1021500,1,21
1021600,1,24
1021700,1,102
1021800,1,117
1021900,1,48
1022000,1,12
1022100,1,69
1022200,1,93
1022300,1,36
1022400,1,6
1022500,1,27
1022600,1,0
1022700,1,78
1022800,1,102
1022900,1,30
1023000,1,0
1023100,1,429
1023200,1,0
1023300,1,27
1023400,1,12
1023500,1,30
1023600,1,18
1023700,1,27
1023800,1,21
1023900,1,24
1024000,1,39
1024100,1,6
1024200,1,6
1024300,1,30
1024400,1,60
1024500,1,6
1024600,1,0
1024700,1,6
1024800,1,39
1024900,1,24
1025001,1,0
1025002,1,51
1025101,1,9
1025102,1,78
1025201,1,3
1025202,1,6
1025300,1,189
1025400,1,0
1025500,1,6
1025600,1,6
1025700,1,9
1025801,1,3
1025802,1,3
1025803,1,12
1025901,1,3
1025902,1,3
1025903,1,3
1025904,1,3
1026001,1,3
1026002,1,3
1026003,1,3
1026004,1,6
1026005,1,3
1026006,1,3
1026007,1,3
1026008,1,3
1026101,1,12
1026102,1,21
1026103,1,9
1026104,1,9
1026105,1,6
1026106,1,6
1026107,1,12
1026108,1,9
1026109,1,12
1026110,1,24
1026200,1,81
1026301,1,0
1026302,1,39
1026401,1,105
1026402,1,0
1026403,1,12
1026404,1,3
1026405,1,0
1026406,1,9
1026503,1,12
1026504,1,12
1026505,1,24
1026506,1,12
1026507,1,9
1026508,1,6
1026509,1,24
1026510,1,9
1026601,1,18
1026602,1,0
1026701,1,51
1026702,1,33
1026800,1,0
1026900,1,0
1027000,1,36
1027100,1,21
1027200,1,6
1027300,1,30
1027400,1,39
1027500,1,12
1027601,1,30
1027602,1,24
1027702,1,42
1027703,1,48
1027704,1,30
1027800,1,63
1027900,1,42
1028000,1,36
1028100,1,36
1028200,1,6
1028300,1,18
1028400,1,48
1028500,1,66
1028600,1,24
1028700,1,48
1028801,1,0
1028802,1,33
1028900,1,0
1029001,1,30
1029002,1,54
1029100,1,15
1029200,1,21
1029300,1,27
1029400,1,30
1029500,1,21
1029600,1,66
1029700,1,9
1029800,1,21
1029900,1,18
1030000,1,108
1030100,1,18
1030200,1,33
1030300,1,60
1030400,1,27
1030500,1,18
1030600,1,9
1030700,1,63
1030800,1,45
1030900,1,60
1031000,1,54
1031100,1,9
1031200,1,30
1031300,1,33
1031400,1,39
1031500,1,21
1031600,1,78
1031701,1,24
1031702,1,72
1031800,1,117
1031900,1,111
1032001,1,24
1032002,1,165
1032100,1,93
1032201,1,27
1032202,1,81
1032300,1,72
1032400,1,99
1032500,1,144
1032600,1,84
1032700,1,114
1032800,1,78
1032900,1,27
1033000,1,57
1033100,1,0
1033200,1,6
1033300,1,75
1033400,1,132
1033500,1,90
1033600,1,111
1033700,1,168
1033800,1,63
1033900,1,93
1034000,1,12
1034100,1,60
1034200,1,105
1034300,1,87
1034400,1,54
1034500,1,105
1034600,1,6
1034700,1,6
1034800,1,6
1034900,1,12
1035000,1,3
1035100,1,3
1035200,1,66
1035300,1,90
1035400,1,108
1035500,1,21
1035600,1,63
1035700,1,66
1035800,1,96
1035900,1,102
1036000,1,81
1036100,1,81
1036200,1,129
1036300,1,93
1036400,1,24
1036500,1,138
1036600,1,0
1036700,1,24
1036800,1,18
1036900,1,42
1037000,1,39
1037100,1,12
1037200,1,21
1037300,1,126
1037400,1,60
1037500,1,45
1037600,1,9
1037700,1,66
1037800,1,33
1037900,1,81
1038000,1,60
1038100,1,51
1038200,1,78
1038300,1,39
1038400,1,21
1038500,1,63
1038600,1,36
1038700,1,21
1038800,1,63
1038900,1,54
1039000,1,114
1039100,1,45
1039201,1,0
1039202,1,24
1039300,1,9
1039400,1,9
1039501,1,0
1039502,1,0
1039503,1,0
1039600,1,24
1039700,1,18
1039800,1,6
1039900,1,24
1040000,1,9
1040100,1,30
1040200,1,21
1040300,1,9
1040400,1,18
1040500,1,33
1040600,1,9
1040700,1,3
1040800,1,30
1040900,1,18
1041000,1,18
1041100,1,126
1041200,1,9
1041300,1,57
1041400,1,24
1041500,1,54
1041600,1,3
1041701,1,21
1041702,1,3
1041703,1,0
1041800,1,45
1041901,1,27
1041902,1,78
1042000,1,33
1042100,1,9
1042200,1,9
1042300,1,21
1042400,1,72
1042500,1,12
1042600,1,51
1042701,1,207
1042702,1,36
1042703,1,42
1042800,1,0
1042900,1,0
1043000,1,156
1043101,1,60
1043102,1,21
1043202,1,0
1043203,1,9
1043204,1,9
1043205,1,0
1043206,1,15
1043207,1,24
1043208,1,9
1043209,1,87
1043210,1,48
1043211,1,27
1043212,1,3
1043301,1,0
1043302,1,0
1043400,1,0
1043501,1,294
1043502,1,6
1043602,1,45
1043603,1,0
1043604,1,0
1043605,1,0
1043701,1,0
1043702,1,42
1043703,1,0
1043802,1,126
1043803,1,0
1043804,1,138
1043805,1,18
1043806,1,3
1043900,1,33
1044001,1,9
1044002,1,42
1044003,1,60
1044004,1,45
1044005,1,6
1044006,1,30
1044007,1,21
1044100,1,153
1044200,1,177
1044300,1,135
1044400,1,132
1044500,1,144
1044600,1,72
1044700,1,87
1044800,1,0
1044900,1,42
1045000,1,24
1045102,1,0
1045103,1,63
1045104,1,15
1045105,1,15
1045106,1,6
1045107,1,15
1045108,1,15
1045109,1,21
1045110,1,0
1045111,1,3
1045112,1,15
1045113,1,12
1045114,1,0
1045200,1,0
1045301,1,0
1045302,1,0
1045401,1,9
1045402,1,0
1045403,1,18
1045404,1,0
1045405,1,21
1045406,1,12
1045407,1,9
1045408,1,39
1045409,1,9
1045410,1,15
1045411,1,45
1045412,1,21
1045413,1,15
1045414,1,18
1045415,1,18
1045504,1,162
1045505,1,102
1045507,1,0
1045508,1,69
1045509,1,54
1045510,1,72
1045511,1,48
1045512,1,12
1045513,1,33
1045516,1,21
1045517,1,39
1045518,1,36
1045519,1,48
1045520,1,18
1045522,1,12
1045523,1,15
1045524,1,3
1045525,1,6
1045526,1,15
1045527,1,15
1045528,1,24
1045600,1,66
1045702,1,0
1045705,1,42
1045706,1,6
1045707,1,6
1045708,1,12
1045709,1,33
1045710,1,3
1045711,1,42
1045712,1,18
1045801,1,63
1045802,1,69
1045803,1,0
1045902,1,0
1045903,1,54
1045905,1,39
1045906,1,30
1046005,1,174
1046009,1,42
1046010,1,78
1046011,1,39
1046012,1,18
1046014,1,57
1046015,1,3
1046016,1,21
1046017,1,3
1046018,1,9
1046019,1,135
1046020,1,18
1046021,1,0
1046022,1,0
1046023,1,27
1046024,1,0
1046025,1,0
1046026,1,0
1046027,1,12
1046028,1,21
1046029,1,48
1046030,1,0
1046031,1,0
1046032,1,27
1046033,1,39
1046034,1,27
1046035,1,51
1046036,1,54
1046037,1,33
1046038,1,51
1046039,1,30
1046040,1,84
1046100,1,24
1046203,1,0
1046204,1,183
1046205,1,0
1046206,1,0
1046207,1,0
1046208,1,0
1046301,1,0
1046302,1,6
1046401,1,126
1046402,1,102
1046403,1,0
1046501,1,153
1046502,1,45
1046601,1,27
1046602,1,27
1046603,1,33
1046604,1,45
1046703,1,21
1046704,1,90
1046705,1,0
1046706,1,63
1046707,1,57
1046708,1,45
1046709,1,30
1046710,1,27
1046711,1,24
1046712,1,42
1046801,1,30
1046802,1,42
1046803,1,39
1046804,1,42
1046805,1,27
1046806,1,30
1046807,1,30
1046901,1,45
1046902,1,18
1046903,1,12
1046904,1,99
1046905,1,33
1047004,1,54
1047005,1,141
1047006,1,51
1047007,1,105
1047008,1,33
1047009,1,39
1047101,1,234
1047102,1,144
1047103,1,87
1047200,1,147
1047300,1,243
1047400,1,0
1047501,1,60
1047502,1,48
1047503,1,36
1047601,1,39
1047604,1,105
1047605,1,33
1047606,1,30
1047607,1,9
1047608,1,39
1047609,1,12
1047610,1,21
1047611,1,0
1047701,1,171
1047702,1,0
1047803,1,15
1047804,1,6
1047805,1,102
1047806,1,93
1047903,1,93
1047904,1,114
1047905,1,24
1047906,1,9
1047907,1,30
1047908,1,45
1047909,1,36
1047910,1,138
1047911,1,27
1047912,1,27
1047913,1,12
1047914,1,21
1047915,1,6
1048001,1,165
1048002,1,6
1048101,1,210
1048102,1,0
1048200,1,0
1048302,1,3
1048303,1,0
1048304,1,27
1048305,1,0
1048402,1,0
1048404,1,0
1048406,1,0
1048407,1,0
1048408,1,0
1048409,1,0
1048500,1,0
1048603,1,0
1048605,1,0
1048606,1,0
1048607,1,0
1048608,1,0
1048700,1,66
1048800,1,141
1048900,1,162
1049000,1,102
1049100,1,126
1049200,1,57
1049300,1,0
1049400,1,87
1049500,1,105
1049601,1,201
1049602,1,48
1049700,1,57
1049800,1,87
1049900,1,138
1050000,1,0
1050100,1,60
1050200,1,84
1050300,1,51
1050400,1,63
1050500,1,36
1050600,1,111
1050700,1,45
1050800,1,42
1050901,1,42
1050902,1,60
1050903,1,39
1051001,1,66
1051002,1,24
1051100,1,0
1051200,1,75
1051300,1,27
1051400,1,123
1051500,1,78
1051600,1,138
1051700,1,99
1051800,1,87
1051900,1,51
1052000,1,111
1052100,1,63
1052200,1,9
1052300,1,3
1052400,1,57
1052500,1,33
1052600,1,9
1052700,1,72
1052800,1,36
1052900,1,48
1053000,1,138
1053100,1,51
1053200,1,63
1053300,1,6
1053400,1,96
1053500,1,0
1053600,1,0
1053700,1,99
1053800,1,105
1053900,1,120
1054000,1,90
1054102,1,21
1054103,1,78
1054104,1,27
1054105,1,63
1054201,1,48
1054202,1,36
1054203,1,54
1054301,1,45
1054302,1,78
1054400,1,117
1054500,1,12
1054600,1,60
1054701,1,78
1054702,1,21
1054800,1,132
1054900,1,93
1055001,1,177
1055002,1,12
1055003,1,162
1055100,1,144
1055200,1,174
1055300,1,108
1055401,1,171
1055402,1,90
1055500,1,3
1055600,1,60
1055700,1,162
1055800,1,63
1055900,1,39
1056001,1,30
1056002,1,126
1056100,1,285
1056201,1,189
1056202,1,0
1056300,1,231
1056402,1,210
1056403,1,6
1056404,1,69
1056502,1,3
1056503,1,0
1056504,1,0
1056505,1,201
1056601,1,63
1056602,1,0
1056701,1,0
1056703,1,72
1056704,1,0
1056705,1,339
1056801,1,123
1056802,1,123
1056803,1,81
1056900,1,108
1057001,1,162
1057002,1,0
1057003,1,12
1057101,1,0
1057102,1,153
1057201,1,99
1057202,1,27
1057302,1,69
1057304,1,15
1057305,1,21
1057306,1,21
1057401,1,21
1057402,1,60
1057403,1,21
1057501,1,36
1057502,1,123
1057600,1,105
1057701,1,51
1057702,1,3
1057801,1,45
1057802,1,0
1057900,1,78
1058000,1,15
1058100,1,102
1058200,1,117
1058300,1,18
1058400,1,36
1058500,1,12
1058600,1,51
1058700,1,45
1058801,1,45
1058802,1,36
1058901,1,30
1058902,1,9
1059001,1,33
1059002,1,27
1059003,1,51
1059100,1,33
1059202,1,0
1059208,1,0
1059209,1,24
1059210,1,0
1059211,1,30
1059212,1,33
1059213,1,21
1059214,1,24
1059215,1,75
1059216,1,18
1059217,1,0
1059218,1,30
1059219,1,54
1059220,1,42
1059221,1,18
1059222,1,36
1059223,1,27
1059224,1,63
1059225,1,72
1059226,1,27
1059302,1,0
1059304,1,6
1059305,1,24
1059306,1,6
1059307,1,27
1059309,1,69
1059310,1,48
1059311,1,48
1059312,1,60
1059313,1,48
1059314,1,30
1059315,1,24
1059402,1,0
1059403,1,63
1059404,1,0
1059503,1,21
1059504,1,117
1059505,1,0
1059506,1,0
1059507,1,0
1059603,1,84
1059607,1,24
1059608,1,24
1059612,1,30
1059613,1,0
1059614,1,0
1059615,1,0
1059616,1,45
1059617,1,30
1059618,1,21
1059619,1,0
1059620,1,0
1059621,1,0
1059622,1,0
1059623,1,12
1059624,1,30
1059625,1,0
1059626,1,21
1059627,1,18
1059628,1,21
1059629,1,21
1059630,1,15
1059631,1,12
1059632,1,30
1059633,1,18
1059634,1,72
1059635,1,6
1059636,1,0
1059701,1,0
1059703,1,0
1059704,1,0
1059804,1,57
1059805,1,15
1059806,1,18
1059807,1,21
1059808,1,21
1059809,1,27
1059810,1,18
1059811,1,9
1059812,1,39
1059813,1,27
1059814,1,30
1059815,1,9
1059816,1,24
1059904,1,30
1059905,1,57
1059906,1,33
1059907,1,33
1059908,1,54
1059909,1,54
1059910,1,75
1060003,1,33
1060004,1,24
1060005,1,147
1060006,1,36
1060007,1,24
1060103,1,15
1060104,1,33
1060105,1,6
1060106,1,27
1060107,1,63
1060109,1,6
1060110,1,9
1060111,1,12
1060112,1,18
1060210,1,15
1060211,1,6
1060212,1,12
1060213,1,12
1060214,1,15
1060215,1,21
1060216,1,18
1060217,1,21
1060218,1,3
1060219,1,15
1060220,1,3
1060221,1,3
1060222,1,9
1060223,1,9
1060224,1,0
1060225,1,6
1060226,1,0
1060300,1,0
1060404,1,0
1060406,1,18
1060408,1,27
1060409,1,0
1060411,1,0
1060412,1,18
1060413,1,33
1060414,1,18
1060415,1,12
1060416,1,30
1060417,1,9
1060418,1,36
1060419,1,27
1060420,1,0
1060421,1,93
1060422,1,33
1060423,1,3
1060424,1,0
1060425,1,54
1060426,1,18
1060427,1,51
1060428,1,54
1060429,1,45
1060430,1,48
1060431,1,21
1060432,1,33
1060501,1,3
1060502,1,27
1060503,1,0
1060601,1,0
1060602,1,0
1060701,1,201
1060702,1,99
1060703,1,156
1060801,1,108
1060802,1,117
1060900,1,165
1061001,1,42
1061004,1,132
1061005,1,225
1061006,1,126
1061007,1,132
1061008,1,90
1061009,1,66
1061010,1,57
1061100,1,192
1061201,1,162
1061202,1,105
1061300,1,108
1061401,1,81
1061402,1,63
1061403,1,51
1061404,1,51
1061501,1,0
1061503,1,204
1061506,1,96
1061507,1,171
1061508,1,114
1061509,1,165
1061601,1,153
1061603,1,90
1061604,1,102
1061605,1,75
1061606,1,87
1061702,1,0
1061703,1,3
1061704,1,0
1061800,1,159
1061900,1,57
1062000,1,54
1062100,1,72
1062200,1,27
1062300,1,36
1062400,1,39
1062500,1,108
1062600,1,42
1062700,1,27
1062800,1,9
1062900,1,132
1063000,1,84
1063100,1,93
1063200,1,12
1063301,1,0
1063303,1,3
1063304,1,93
1063306,1,84
1063307,1,141
1063401,1,0
1063402,1,9
1063500,1,54
1063600,1,54
1063700,1,90
1063800,1,24
1063901,1,15
1063902,1,63
1064000,1,108
1064100,1,36
1064200,1,66
1064300,1,105
1064400,1,42
1064500,1,6
1064600,1,84
1064700,1,3
1064800,1,21
1064900,1,30
1065000,1,75
1065100,1,9
1065200,1,21
1065300,1,42
1065400,1,96
1065500,1,117
1065600,1,75
1065700,1,60
1065800,1,90
1065900,1,54
1066000,1,18
1066100,1,81
1066200,1,48
1066300,1,81
1066400,1,51
1066500,1,18
1066600,1,39
1066700,1,33
1066800,1,75
1066900,1,51
1067000,1,45
1067100,1,18
1067200,1,30
1067300,1,30
1067400,1,6
1067501,1,9
1067502,1,15
1067600,1,9
1067700,1,21
1067800,1,39
1067903,1,63
1067904,1,18
1067905,1,51
1067906,1,75
1067907,1,21
1067908,1,63
1067909,1,48
1068001,1,168
1068002,1,42
1068100,1,42
1068200,1,99
1068301,1,90
1068302,1,3
1068400,1,117
1068500,1,75
1068600,1,48
1068700,1,12
1068800,1,60
1068900,1,27
1069000,1,45
1069100,1,93
1069200,1,15
1069300,1,27
1069401,1,87
1069402,1,0
1069500,1,114
1069600,1,54
1069700,1,78
1069800,1,96
1069900,1,27
1070000,1,75
1070100,1,75
1070200,1,111
1070300,1,138
1070400,1,21
1070500,1,18
1070600,1,6
1070700,1,3
1070800,1,0
1070900,1,0
1071000,1,6
1071100,1,9
1071200,1,33
1071300,1,39
1071401,1,153
1071402,1,54
1071501,1,15
1071502,1,15
1071600,1,225
1071700,1,0
1071800,1,138
1071900,1,150
1072000,1,156
1072101,1,36
1072102,1,27
1072201,1,93
1072202,1,63
1072301,1,18
1072302,1,81
1072303,1,42
1072304,1,51
1072400,1,45
1072501,1,69
1072502,1,63
1072601,1,186
1072602,1,120
1072700,1,138
1072800,1,135
1072900,1,15
1073000,1,93
1073100,1,90
1073200,1,87
1073300,1,219
1073400,1,78
1073500,1,18
1073600,1,42
1073700,1,3
1073800,1,27
1073901,1,84
1073902,1,66
1074000,1,39
1074100,1,33
1074200,1,9
1074300,1,63
1074400,1,30
1074500,1,21
1074600,1,18
1074700,1,30
1074800,1,66
1074900,1,18
1075000,1,27
1075100,1,123
1075200,1,30
1075300,1,6
1075400,1,33
1075500,1,39
1075602,1,0
1075603,1,30
1075604,1,24
1075700,1,3
1075801,1,42
1075802,1,78
1075804,1,12
1075805,1,189
1075901,1,27
1075902,1,66
1076000,1,102
1076100,1,90
1076200,1,0
1076300,1,126
1076400,1,99
1076501,1,102
1076502,1,0
1076601,1,69
1076602,1,12
1076700,1,18
1076800,1,12
1076900,1,45
1077001,1,36
1077002,1,33
1077100,1,69
1077201,1,42
1077202,1,63
1077300,1,45
1077401,1,63
1077402,1,45
1077403,1,57
1077404,1,36
1077501,1,42
1077502,1,48
1077503,1,39
1077601,1,30
1077602,1,48
1077603,1,36
1077700,1,102
1077800,1,150
1077901,1,42
1077902,1,87
1077903,1,18
1078001,1,54
1078002,1,36
1078003,1,54
1078004,1,27
1078101,1,3
1078102,1,21
1078103,1,12
1078104,1,87
1078201,1,57
1078202,1,0
1078203,1,30
1078204,1,48
1078205,1,45
1078300,1,138
1078400,1,177
1078500,1,36
1078600,1,48
1078700,1,39
1078800,1,39
1078900,1,51
1079000,1,33
1079100,1,147
1079200,1,153
1079300,1,12
1079400,1,24
1079500,1,24
1079600,1,36
1079700,1,3
1079800,1,174
1079900,1,111
1080000,1,57
1080100,1,102
1080200,1,213
1080300,1,222
1080400,1,9
1080500,1,162
1080600,1,147
1080700,1,270
1080800,1,153
1080900,1,54
1081001,1,27
1081002,1,21
1081003,1,30
1081004,1,204
1081005,1,6
1081006,1,24
1081100,1,84
1081200,1,42
1081300,1,36
1081400,1,21
1081500,1,159
1081600,1,159
1081700,1,42
1081800,1,54
1081900,1,84
1082000,1,27
1082100,1,141
1082201,1,45
1082202,1,36
1082301,1,66
1082302,1,153
1082303,1,171
1082400,1,90
1082500,1,51
1082600,1,90
1082701,1,15
1082702,1,42
1082703,1,24
1082704,1,24
1082705,1,39
1082706,1,30
1082707,1,30
1082708,1,21
1082709,1,33
1082710,1,6
1082800,1,102
1082901,1,9
1082902,1,105
1082903,1,36
1082904,1,24
1082905,1,165
1083001,1,132
1083002,1,87
1083101,1,48
1083102,1,0
1083202,1,27
1083203,1,105
1083204,1,3
1083205,1,66
1083206,1,21
1083301,1,126
1083303,1,0
1083304,1,6
1083305,1,30
1083400,1,54
1083502,1,6
1083503,1,39
1083504,1,24
1083601,1,48
1083602,1,21
1083701,1,18
1083702,1,6
1083800,1,21
1083900,1,27
1084000,1,42
1084100,1,27
1084200,1,24
1084300,1,87
1084400,1,165
1084500,1,18
1084601,1,48
1084603,1,24
1084604,1,9
1084700,1,27
1084800,1,9
1084900,1,18
1085000,1,183
1085100,1,96
1085200,1,39
1085301,1,6
1085302,1,21
1085400,1,87
1085500,1,174
1085600,1,81
1085700,1,90
1085800,1,210
1085900,1,138
1086001,1,36
1086002,1,42
1086003,1,27
1086004,1,48
1086103,1,57
1086104,1,102
1086105,1,54
1086106,1,60
1086107,1,33
1086201,1,27
1086202,1,3
1086203,1,63
1086204,1,66
1086301,1,54
1086302,1,57
1086303,1,39
1086304,1,33
1086400,1,99
1086500,1,192
1086601,1,30
1086602,1,75
1086707,1,33
1086708,1,54
1086709,1,39
1086710,1,93
1086711,1,36
1086712,1,18
1086713,1,51
1086714,1,0
1086715,1,72
1086716,1,66
1086717,1,57
1086800,1,87
1086900,1,111
1087000,1,150
1087100,1,114
1087200,1,81
1087300,1,78
1087400,1,66
1087500,1,87
1087600,1,93
1087700,1,102
1087800,1,177
1087900,1,6
1088000,1,15
1088100,1,21
1088200,1,3
1088300,1,3
1088400,1,75
1088500,1,51
1088600,1,132
1088700,1,75
1088800,1,102
1088900,1,75
1089000,1,39
1089100,1,0
1089200,1,27
1089300,1,81
1089400,1,0
1089503,1,45
1089504,1,66
1089505,1,51
1089506,1,60
1089507,1,66
1089508,1,48
1089509,1,39
1089600,1,30
1089700,1,78
1089800,1,84
1089900,1,189
1090000,1,111
1090100,1,132
1090200,1,111
1090300,1,129
1090400,1,144
1090500,1,111
1090600,1,96
1090700,1,69
1090800,1,78
1090901,1,33
1090903,1,63
1090904,1,30
1090905,1,6
1091000,1,66
1091100,1,66
1091200,1,84
1091300,1,27
1091400,1,84
1091501,1,60
1091502,1,99
1091600,1,60
1091701,1,9
1091702,1,30
1091800,1,66
1091900,1,129
1092000,1,60
1092100,1,93
1092200,1,72
1092300,1,96
1092402,1,120
1092403,1,0
1092404,1,27
1092405,1,0
1092500,1,63
1092600,1,114
1092700,1,45
1092800,1,48
1092901,1,9
1092902,1,18
1093000,1,69
1093100,1,63
1093200,1,45
1093300,1,57
1093400,1,75
1093500,1,21
1093600,1,123
1093700,1,45
1093800,1,54
1093900,1,27
1094000,1,75
1094101,1,45
1094102,1,12
1094200,1,72
1094300,1,24
1094400,1,39
1094500,1,51
1094600,1,42
1094700,1,54
1094800,1,60
1094900,1,45
1095000,1,60
1095100,1,54
1095200,1,48
1095300,1,51
1095400,1,57
1095500,1,48
1095600,1,42
1095700,1,48
1095800,1,15
1095900,1,60
1096000,1,15
1096100,1,36
1096200,1,42
1096300,1,6
1096400,1,66
1096500,1,24
1096600,1,0
1096700,1,0
1096800,1,90
1096900,1,126
1097000,1,6
1097100,1,27
1097200,1,42
1097300,1,66
1097400,1,66
1097500,1,24
1097600,1,54
1097700,1,30
1097800,1,81
1097900,1,27
1098000,1,21
1098100,1,96
1098200,1,24
1098300,1,57
1098400,1,6
1098500,1,48
1098601,1,9
1098602,1,9
1098603,1,9
1098604,1,24
1098700,1,27
1098800,1,132
1098900,1,138
1099000,1,36
1099100,1,93
1099200,1,39
1099300,1,51
1099400,1,102
1099500,1,57
1099600,1,36
1099700,1,57
1099800,1,72
1099900,1,93
1100000,1,30
1100101,1,3
1100102,1,18
1100200,1,18
1100300,1,9
1100400,1,66
1100500,1,45
1100600,1,99
1100700,1,42
1100800,1,78
1100900,1,54
1101000,1,24
1101100,1,138
1101200,1,54
1101300,1,69
1101400,1,138
1101500,1,171
1101600,1,69
1101700,1,84
1101800,1,150
1101900,1,69
1102000,1,135
1102100,1,60
1102200,1,63
1102300,1,120
1102400,1,48
1102501,1,3
1102502,1,24
1102600,1,66
1102700,1,90
1102800,1,174
1102900,1,216
1103000,1,138
1103100,1,81
1103200,1,54
1103301,1,123
1103302,1,132
1103400,1,102
1103500,1,177
1103600,1,138
1103700,1,33
1103800,1,24
1103900,1,21
1104000,1,60
1104100,1,24
1104200,1,6
1104300,1,24
1104400,1,6
1104500,1,6
1104600,1,9
1104700,1,63
1104800,1,24
1104900,1,87
1105000,1,57
1105100,1,51
1105200,1,72
1105301,1,84
1105302,1,12
1105400,1,99
1105500,1,111
1105600,1,90
1105700,1,78
1105800,1,45
1105900,1,84
1106000,1,75
1106101,1,18
1106102,1,9
1106103,1,18
1106200,1,21
1106300,1,30
1106400,1,15
1106500,1,24
1106602,1,60
1106603,1,36
1106604,1,0
1106605,1,39
1106700,1,21
1106800,1,12
1106900,1,15
1107000,1,33
1107100,1,180
1107200,1,78
1107300,1,21
1107400,1,162
1107500,1,24
1107600,1,33
1107702,1,15
1107703,1,0
1107704,1,51
1107705,1,21
1107800,1,27
1107900,1,36
1108000,1,78
1108100,1,36
1108200,1,105
1108300,1,42
1108400,1,69
1108500,1,42
1108600,1,87
1108700,1,18
1108800,1,24
1108900,1,36
1109000,1,33
1109100,1,30
1109200,1,51
1109300,1,45
1109400,1,42
1109500,1,45
1109601,1,42
1109602,1,39
1109700,1,39
1109800,1,15
1109900,1,57
1110000,1,45
1110100,1,75
1110200,1,84
1110300,1,9
1110400,1,48
1110500,1,69
1110600,1,51
1110700,1,72
1110800,1,39
1110900,1,63
1111000,1,99
1111100,1,96
1111200,1,72
1111300,1,60
1111400,1,174
1111500,1,75
1111600,1,69
1111700,1,153
1111800,1,81
1111900,1,63
1112001,1,51
1112002,1,63
1112100,1,0
1112201,1,21
1112202,1,9
1112300,1,57
1112401,1,60
1112402,1,9
1112500,1,42
1112600,1,6
1112700,1,165
1112800,1,93
1112901,1,45
1112902,1,48
1112903,1,9
1113000,1,231
1113101,1,36
1113102,1,33
1113200,1,84
1113301,1,18
1113302,1,81
1113400,1,33
1113500,1,78
1113600,1,48
1113700,1,30
1113800,1,33
1113900,1,42
1114000,1,18
1114100,1,117
1114201,1,57
1114202,1,21
1114300,1,66
1114400,1,30
1114500,1,117
1114601,1,108
1114602,1,0
1114700,1,75
1114801,1,9
1114802,1,42
1114901,1,33
1114902,1,18
1115000,1,39
1115100,1,36
1115200,1,24
1115300,1,24
1115400,1,96
1115500,1,90
1115600,1,39
1115700,1,75
1115801,1,12
1115802,1,36
1115803,1,15
1115901,1,3
1115902,1,33
1116000,1,33
1116100,1,54
1116200,1,0
1116300,1,96
1116400,1,96
1116500,1,102
1116601,1,57
1116602,1,42
1116701,1,42
1116702,1,48
1116800,1,39
1116900,1,138
1117000,1,126
1117101,1,63
1117102,1,18
1117201,1,75
1117202,1,45
1117300,1,36
1117400,1,15
1117500,1,15
1117600,1,18
1117702,1,48
1117703,1,0
1117704,1,9
1117800,1,9
1117901,1,27
1117902,1,18
1118001,1,285
1118003,1,108
1118004,1,180
1118005,1,39
1118102,1,84
1118104,1,105
1118105,1,45
1118106,1,0
1118107,1,0
1118108,1,0
1118109,1,54
1118110,1,27
1118111,1,39
1118112,1,75
1118113,1,21
1118203,1,33
1118204,1,81
1118205,1,48
1118206,1,54
1118207,1,36
1118208,1,27
1118209,1,78
1118301,1,90
1118303,1,57
1118304,1,66
1118400,1,33
1118500,1,45
1118600,1,75
1118700,1,0
1118800,1,6
1118901,1,96
1118902,1,30
1119000,1,81
1119100,1,3
1119200,1,18
1119300,1,72
1119400,1,108
1119500,1,126
1119600,1,177
1119702,1,3
1119703,1,39
1119704,1,66
1119705,1,36
1119706,1,12
1119801,1,51
1119802,1,57
1119803,1,39
1119804,1,39
1119805,1,12
1119901,1,48
1119902,1,27
1119903,1,21
1119904,1,48
1119905,1,45
1119906,1,54
1120000,1,81
1120101,1,51
1120102,1,0
1120103,1,21
1120104,1,12
1120105,1,21
1120106,1,36
1120107,1,42
1120108,1,0
1120109,1,6
1120200,1,9
1120301,1,93
1120302,1,33
1120400,1,171
1120500,1,48
1120601,1,93
1120602,1,189
1120700,1,126
1120800,1,48
1120900,1,108
1121000,1,111
1121100,1,135
1121200,1,210
1121301,1,78
1121302,1,0
1121303,1,0
1121304,1,24
1121400,1,114
1121500,1,117
1121600,1,162
1121700,1,87
1121801,1,183
1121802,1,180
1121900,1,87
1122000,1,51
1122100,1,81
1122200,1,15
1122300,1,57
1122400,1,75
1122500,1,69
1122600,1,24
1122700,1,144
